STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	CPOPARST	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	VIOL	PROPERTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON
9999	2	4	1690	31	41	10769	10769	3	3	100	14	118	0	10	0	4	25	90	3	2
9999	2	4	1691	31	43	19880	20212	3	4	99.4525	23	350	1	2	0	20	46	284	20	0
9999	2	4	1692	31	45	8712	8712	3	3	100	18	138	0	4	4	10	22	108	8	0
9999	2	4	1693	31	47	24756	24756	5	5	100	41	588	0	13	3	25	98	460	30	4
9999	2	4	1694	31	49	1862	1862	2	2	100	0	30	0	0	0	0	6	23	1	0
9999	2	4	1695	31	51	6752	6306	3	3	98.0283	5	54	0	3	0	2	14	38	3	0
9999	2	4	1696	31	53	35921	35921	4	4	100	47	984	0	11	4	32	152	793	39	0
9999	2	4	1697	31	55	507602	506760	7	6	100	2581	19622	30	196	911	1444	3555	13871	2196	4
9999	2	4	1698	31	57	1977	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1699	31	59	5951	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1700	31	61	3064	3064	2	2	100	1	13	0	0	0	1	3	10	0	0
9999	2	4	1701	31	63	2540	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1702	31	65	4590	4590	2	2	25	4	37	0	0	0	4	17	20	0	0
9999	2	4	1703	31	67	23098	23098	4	4	100	45	768	0	17	2	26	172	582	14	6
9999	2	4	1704	31	69	1720	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1705	31	71	1695	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1706	31	73	1909	1909	2	2	91.6667	1	13	0	0	0	1	2	11	0	0
9999	2	4	1707	31	75	591	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1708	31	77	2253	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1709	31	79	56873	56873	3	3	100	242	2468	1	23	32	186	438	1915	115	15
9999	2	4	1710	31	81	9314	9314	3	3	100	5	73	0	2	0	3	29	39	5	1
9999	2	4	1711	31	83	3284	3284	2	2	100	2	1	0	0	0	2	0	1	0	0
9999	2	4	1712	31	85	1000	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1713	31	87	2815	2815	2	2	100	3	8	0	0	0	3	2	3	3	0
9999	2	4	1714	31	89	10128	3267	3	2	100	0	15	0	0	0	0	3	12	0	1
9999	2	4	1715	31	91	733	733	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1716	31	93	6615	2197	3	2	83.3333	4	8	0	0	0	4	1	7	0	0
9999	2	4	1717	31	95	7326	3628	3	2	100	1	58	0	1	0	0	17	37	4	0
9999	2	4	1718	31	97	4514	1563	3	2	100	1	19	0	0	1	0	6	11	2	0
9999	2	4	1719	31	99	6451	6451	3	3	100	4	113	0	2	0	2	36	74	3	0
9999	2	4	1720	31	101	7733	7733	3	3	100	7	176	0	3	0	4	17	156	3	0
9999	2	4	1721	31	103	824	824	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1722	31	105	3488	1332	3	2	100	4	17	0	0	0	4	0	13	4	0
9999	2	4	1723	31	107	8431	8431	2	2	100	2	22	0	1	0	1	3	18	1	3
9999	2	4	1724	31	109	282636	282636	4	4	100	1193	10514	5	134	198	856	1710	8495	309	8
9999	2	4	1725	31	111	35776	35776	3	3	80.813	54	1140	0	8	3	43	180	907	53	0
9999	2	4	1726	31	113	733	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1727	31	115	611	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1728	31	117	513	0	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1729	31	119	33978	33978	4	4	100	45	806	0	16	4	25	99	673	34	5
9999	2	4	1730	31	121	7669	7669	3	3	100	7	127	0	0	0	7	31	90	6	0
9999	2	4	1731	31	123	4954	4954	4	4	100	4	75	0	0	0	4	18	54	3	0
9999	2	4	1732	31	125	3509	3509	2	2	100	1	17	0	0	0	1	6	9	2	1
9999	2	4	1733	31	127	7051	7051	3	3	100	10	110	0	5	1	4	17	84	9	1
9999	2	4	1734	31	129	4420	1767	3	2	100	0	4	0	0	0	0	0	4	0	0
9999	2	4	1735	31	131	15600	15600	3	3	44.9423	3	172	1	0	0	2	31	135	6	1
9999	2	4	1736	31	133	2560	2560	2	2	100	0	20	0	0	0	0	4	15	1	0
9999	2	4	1737	31	135	2860	2860	2	2	100	0	29	0	0	0	0	12	15	2	0
9999	2	4	1738	31	137	9084	9084	3	3	100	7	137	0	2	0	5	19	108	10	0
9999	2	4	1739	31	139	7184	5558	4	3	100	5	18	0	0	0	5	5	13	0	0
9999	2	4	1740	31	141	32213	32213	3	3	100	27	544	0	8	2	17	76	432	36	2
9999	2	4	1741	31	143	5082	5082	2	2	100	1	55	0	0	0	1	7	46	2	0
9999	2	4	1742	31	145	10651	10651	3	3	100	3	236	0	1	0	2	34	189	13	0
9999	2	4	1743	31	147	8190	8190	3	3	100	9	133	0	0	1	8	47	73	13	0
9999	2	4	1744	31	149	1487	1487	2	2	100	0	7	0	0	0	0	3	2	2	0
9999	2	4	1745	31	151	13795	13795	4	4	100	20	254	0	4	1	15	69	175	10	4
9999	2	4	1746	31	153	154234	154234	5	5	100	113	2849	0	53	20	40	423	2213	213	19
9999	2	4	1747	31	155	20104	20104	4	4	100	11	146	1	1	2	7	26	107	13	2
9999	2	4	1748	31	157	36598	34042	6	4	100	66	1042	2	9	6	49	159	842	41	8
9999	2	4	1749	31	159	16825	16825	4	4	76.5082	8	131	0	3	1	4	29	99	3	0
9999	2	4	1750	31	161	5265	5265	3	3	97.667	5	90	0	0	0	5	19	66	5	0
9999	2	4	1751	31	163	2969	2969	2	2	83.3333	1	13	0	0	0	1	2	9	1	0
9999	2	4	1752	31	165	1272	1272	2	2	50	2	2	0	0	0	2	0	2	0	0
9999	2	4	1753	31	167	6313	6313	2	2	100	0	38	0	0	0	0	11	27	0	1
9999	2	4	1754	31	169	5022	5022	2	2	100	4	66	0	0	1	3	16	50	0	0
9999	2	4	1755	31	171	570	0	2	1	100	0	1	0	0	0	0	0	1	0	0
9999	2	4	1756	31	173	6999	114	2	2	66.6667	0	0	0	0	0	0	0	0	0	0
9999	2	4	1757	31	175	4144	0	3	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1758	31	177	19978	19978	3	3	94.9286	5	258	0	2	0	3	55	188	16	2
9999	2	4	1759	31	179	9239	9239	3	3	100	4	107	0	4	0	0	20	87	0	0
9999	2	4	1760	31	181	3460	3460	2	2	100	3	46	0	0	0	3	17	27	2	0
9999	2	4	1761	31	183	801	801	2	2	100	1	1	0	1	0	0	0	0	1	0
9999	2	4	1762	31	185	14194	14194	3	3	100	4	238	0	0	0	4	37	198	3	2
9999	2	4	1763	31	777	0	0	3	3	100	184	54	0	15	0	169	33	1	20	17
9999	2	4	1764	32	1	24692	24692	2	2	100	52	514	0	6	3	43	110	381	23	3
9999	2	4	1765	32	3	1903935	1903935	9	8	100	15433	61381	132	810	5398	9093	17154	33438	10789	399
9999	2	4	1766	32	5	45066	45066	1	1	100	107	706	1	10	9	87	176	500	30	6
9999	2	4	1767	32	7	46709	46709	4	4	100	153	1058	0	35	17	101	334	634	90	8
9999	2	4	1768	32	9	643	643	1	1	100	4	2	0	0	0	4	0	2	0	0
9999	2	4	1769	32	11	1610	1610	1	1	100	9	25	0	1	1	7	13	10	2	0
9999	2	4	1770	32	13	17765	17765	2	2	100	79	202	1	1	3	74	70	110	22	2
9999	2	4	1771	32	15	4964	4964	1	1	100	23	159	0	8	0	15	75	66	18	0
9999	2	4	1772	32	17	4926	4926	1	1	100	2	51	0	0	0	2	4	38	9	18
9999	2	4	1773	32	19	54896	54896	2	2	100	125	693	0	2	5	118	224	411	58	3
9999	2	4	1774	32	21	4593	4593	1	1	100	32	30	0	0	0	32	14	10	6	1
9999	2	4	1775	32	23	45293	45293	1	1	100	175	930	2	11	28	134	315	515	100	8
9999	2	4	1776	32	27	6176	6176	2	2	100	28	96	0	4	0	24	38	56	2	0
9999	2	4	1777	32	29	4409	4409	1	1	100	7	64	1	0	1	5	19	42	3	0
9999	2	4	1778	32	31	413837	413837	6	5	100	2146	13466	17	124	534	1471	3172	9168	1126	67
9999	2	4	1779	32	33	9109	9109	1	1	100	14	117	1	1	1	11	37	73	7	2
9999	2	4	1780	32	510	54462	54462	1	1	100	180	1151	0	1	26	153	268	797	86	12
9999	2	4	1781	32	777	0	0	16	16	100	70	331	1	10	2	57	92	212	27	13
9999	2	4	1782	33	1	61832	58927	15	10	100	99	1733	0	25	23	51	290	1359	84	12
9999	2	4	1783	33	3	47817	40613	15	10	100	56	1026	1	9	7	39	237	745	44	17
9999	2	4	1784	33	5	77536	57072	17	12	100	94	1411	0	28	23	43	231	1118	62	11
9999	2	4	1785	33	7	31845	21783	12	7	100	33	514	0	10	2	21	123	362	29	11
9999	2	4	1786	33	9	86396	67843	27	19	100	112	1880	0	36	13	63	263	1561	56	18
9999	2	4	1787	33	11	404309	380591	28	21	100	885	9006	6	119	235	525	1603	7037	366	84
9999	2	4	1788	33	13	149509	125350	27	21	100	167	2654	1	31	40	95	402	2192	60	14
9999	2	4	1789	33	15	299513	255590	39	32	100	271	4757	2	55	42	172	772	3767	218	51
9999	2	4	1790	33	17	122992	121255	17	13	100	188	2714	1	32	38	117	393	2234	87	22
9999	2	4	1791	33	19	42826	31390	14	6	100	62	802	0	17	9	36	138	631	33	4
9999	2	4	1792	34	1	272593	272593	22	21	100	1467	9310	24	60	626	757	1776	7159	374	58
9999	2	4	1793	34	3	895450	895450	76	75	100	961	11849	4	27	316	615	1944	9258	647	49
9999	2	4	1794	34	5	447661	446302	37	35	100	637	7905	8	56	242	331	1520	6038	347	44
9999	2	4	1795	34	7	518062	518062	44	43	100	3201	15819	40	127	1221	1813	3581	10882	1356	201
9999	2	4	1796	34	9	95099	92662	18	16	100	261	4202	1	26	67	166	1036	3088	78	22
9999	2	4	1797	34	11	157963	157963	7	6	100	860	5267	8	29	312	511	1429	3611	227	45
9999	2	4	1798	34	13	767933	767933	32	30	100	5112	20179	117	144	2547	2304	4459	10957	4763	151
9999	2	4	1799	34	15	291457	291457	28	27	100	636	7199	2	27	204	403	1481	5424	293	45
9999	2	4	1800	34	17	593591	593591	18	16	100	2928	13274	30	73	1370	1455	2787	8848	1640	91
9999	2	4	1801	34	19	129711	129711	21	19	100	64	1055	0	4	12	48	239	778	37	8
9999	2	4	1802	34	21	366219	366219	19	18	100	1680	7717	17	63	701	899	1663	5419	635	51
9999	2	4	1803	34	23	792857	792857	34	32	100	1528	14708	14	68	584	862	2632	11083	993	67
9999	2	4	1804	34	25	645018	645018	54	53	100	1340	13458	10	64	511	754	2529	10490	440	50
9999	2	4	1805	34	27	489143	489143	43	42	100	378	5558	2	31	102	243	1054	4297	208	16
9999	2	4	1806	34	29	575362	575362	37	35	100	709	10671	5	52	203	449	2075	8336	261	75
9999	2	4	1807	34	31	490722	490722	22	20	100	2244	10647	22	58	1049	1115	2374	7108	1165	32
9999	2	4	1808	34	33	66326	66326	12	11	100	155	1492	0	8	46	101	403	1013	76	21
9999	2	4	1809	34	35	327390	327390	24	22	100	268	4350	1	21	113	134	801	3337	212	11
9999	2	4	1810	34	37	151553	151553	16	15	100	94	1762	2	7	14	71	319	1397	45	16
9999	2	4	1811	34	39	523006	523006	27	26	100	2394	12495	10	84	1352	948	2549	8307	1640	34
9999	2	4	1812	34	41	110623	110623	17	16	100	142	1366	2	12	32	96	266	1057	43	7
9999	2	4	1813	34	999	0	0	1	1	100	39	343	0	0	10	29	6	318	19	0
9999	2	4	1814	35	1	646167	646171	3	4	100	4951	32479	64	374	1210	3302	7458	21181	3840	156
9999	2	4	1815	35	3	3397	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	1816	35	5	63430	63430	3	3	99.8384	457	3207	10	28	46	373	1008	2062	137	20
9999	2	4	1817	35	6	27549	27549	3	3	100	130	441	2	7	8	112	214	179	48	2
9999	2	4	1818	35	7	12865	10928	5	3	100	63	197	0	3	3	56	98	95	5	2
9999	2	4	1819	35	9	43748	43076	4	3	88.6654	288	2233	2	25	36	224	823	1329	81	38
9999	2	4	1820	35	11	1881	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	1821	35	13	205347	203149	6	5	99.7299	842	6679	8	68	115	651	1611	4656	412	17
9999	2	4	1822	35	15	51492	51492	3	3	92.8694	315	2312	6	64	21	224	796	1413	103	5
9999	2	4	1823	35	17	29811	29811	6	5	99.6072	104	726	0	7	6	90	255	442	29	9
9999	2	4	1824	35	19	4321	4321	2	2	100	40	68	0	1	0	39	27	38	3	0
9999	2	4	1825	35	21	674	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	1826	35	23	4838	4838	2	2	100	8	22	0	2	1	5	6	11	5	0
9999	2	4	1827	35	25	59778	59778	6	6	100	293	2585	7	35	32	219	789	1688	109	4
9999	2	4	1828	35	27	20994	19477	5	4	100	57	550	0	9	1	47	194	333	23	2
9999	2	4	1829	35	28	18187	18187	2	1	50	23	232	0	8	0	15	38	191	3	4
9999	2	4	1830	35	29	27563	27563	2	2	71.6558	166	428	2	0	70	93	202	170	56	5
9999	2	4	1831	35	31	70497	70497	2	2	100	470	1569	3	45	50	372	304	1131	134	12
9999	2	4	1832	35	33	5049	4695	2	1	100	4	3	0	0	0	4	2	1	0	0
9999	2	4	1833	35	35	63007	62109	4	3	100	281	1332	6	31	12	232	308	978	46	5
9999	2	4	1834	35	37	8833	8833	3	3	100	81	420	1	3	4	72	178	229	13	0
9999	2	4	1835	35	39	43335	7095	2	1	100	186	616	2	2	12	170	214	371	31	4
9999	2	4	1836	35	41	19043	19043	3	3	100	126	435	1	9	5	111	154	263	18	1
9999	2	4	1837	35	43	126698	126694	5	5	100	400	2400	2	27	48	322	721	1511	168	14
9999	2	4	1838	35	45	123809	123809	4	4	100	926	3089	3	142	47	734	732	2091	266	21
9999	2	4	1839	35	47	28470	13737	4	1	100	156	516	3	11	20	121	207	278	31	5
9999	2	4	1840	35	49	143389	145984	3	4	100	596	5711	16	38	117	425	3046	2369	296	22
9999	2	4	1841	35	51	12384	12384	2	2	100	68	293	1	4	2	60	89	186	18	1
9999	2	4	1842	35	53	18243	18243	3	3	68.217	151	500	1	5	4	141	141	342	17	4
9999	2	4	1843	35	55	31800	6223	5	3	100	47	420	0	5	5	37	120	276	24	0
9999	2	4	1844	35	57	16241	16241	3	3	100	25	327	0	4	2	19	155	130	42	0
9999	2	4	1845	35	59	3747	1466	2	1	100	1	16	0	0	0	1	8	6	1	0
9999	2	4	1846	35	61	73084	73084	4	4	100	411	2327	6	35	16	354	1046	946	335	43
9999	2	4	1847	35	777	0	0	16	16	100	654	604	41	35	10	568	237	302	65	53
9999	2	4	1848	36	1	298400	298400	22	13	100	1288	9122	12	64	399	813	1462	7305	355	30
9999	2	4	1849	36	3	49605	49605	17	13	97.8351	129	646	0	45	4	80	203	426	17	2
9999	2	4	1850	36	5	1398790	1398790	8	1	100	7732	23817	78	139	3102	4413	3142	18893	1782	1
9999	2	4	1851	36	7	193592	194381	13	10	100	456	5691	20	42	93	301	819	4767	105	10
9999	2	4	1852	36	9	79975	79198	14	10	100	188	1692	1	22	16	149	314	1341	37	9
9999	2	4	1853	36	11	79569	79569	12	7	100	186	1468	2	23	28	133	325	1120	23	6
9999	2	4	1854	36	13	133112	133112	18	12	100	256	3345	1	35	45	175	668	2617	60	12
9999	2	4	1855	36	15	87431	87431	11	6	100	161	1964	4	13	29	115	384	1535	45	7
9999	2	4	1856	36	17	50830	50830	13	9	99.2052	53	936	0	11	7	35	209	709	18	2
9999	2	4	1857	36	19	82153	82153	8	5	100	133	1561	1	19	12	101	388	1139	34	5
9999	2	4	1858	36	21	61871	61871	16	10	100	110	1049	0	8	5	97	292	743	14	1
9999	2	4	1859	36	23	48257	48257	9	6	100	106	979	0	13	15	78	227	723	29	10
9999	2	4	1860	36	25	46656	45867	14	9	100	72	697	0	10	6	56	191	493	13	10
9999	2	4	1861	36	27	294145	291000	24	15	96.649	904	5092	4	37	277	586	875	4053	163	14
9999	2	4	1862	36	29	904496	905273	31	24	100	4913	27713	66	213	1919	2715	5988	19707	2018	142
9999	2	4	1863	36	31	36495	37706	8	6	100	51	517	0	8	2	41	157	347	13	5
9999	2	4	1864	36	33	51659	50448	8	5	100	63	826	0	10	3	50	221	578	27	7
9999	2	4	1865	36	35	54912	55009	7	6	100	112	1417	1	20	11	80	287	1083	47	2
9999	2	4	1866	36	37	57420	57531	10	6	100	92	1409	1	17	17	57	212	1159	37	6
9999	2	4	1867	36	39	49071	49071	14	10	100	102	751	1	7	6	88	207	521	23	5
9999	2	4	1868	36	41	4980	4980	6	4	100	4	52	0	0	0	4	19	33	0	0
9999	2	4	1869	36	43	62040	57559	16	9	100	168	1203	0	18	17	133	236	954	12	13
9999	2	4	1870	36	45	118766	118766	17	13	99.4818	224	2468	4	33	20	167	456	1960	52	13
9999	2	4	1871	36	47	2569859	2569859	8	2	100	14206	43720	144	255	5699	8108	5755	34691	3274	0
9999	2	4	1872	36	49	26082	26082	6	3	100	23	363	1	5	2	15	120	227	16	1
9999	2	4	1873	36	51	63003	63003	13	9	97.0583	72	979	1	11	7	52	132	827	20	5
9999	2	4	1874	36	53	69784	65489	14	8	100	52	1172	0	10	10	32	234	916	22	0
9999	2	4	1875	36	55	731849	731849	19	14	100	2608	23123	32	171	1009	1396	4562	17219	1342	204
9999	2	4	1876	36	57	48557	46397	12	6	99.6095	131	599	0	0	6	125	107	476	15	1
9999	2	4	1877	36	59	1352956	1352956	29	23	99.6493	2477	19211	30	93	1193	1160	2578	15084	1549	19
9999	2	4	1878	36	61	1630806	1630806	10	3	100	9073	28179	91	163	3647	5172	3673	22427	2079	0
9999	2	4	1879	36	63	213831	213831	16	10	100	846	6292	9	47	235	555	1619	4408	264	52
9999	2	4	1880	36	65	231141	231141	22	17	100	636	5904	8	43	176	409	1087	4677	140	21
9999	2	4	1881	36	67	451917	451917	27	20	100	1675	11721	20	99	499	1056	3021	8212	489	70
9999	2	4	1882	36	69	104919	104919	14	9	100	139	1733	4	23	33	79	300	1399	34	3
9999	2	4	1883	36	71	383829	375093	41	33	99.7278	940	7826	9	46	321	563	1092	6471	263	17
9999	2	4	1884	36	73	41904	41904	11	6	100	71	1194	0	14	9	48	319	834	41	6
9999	2	4	1885	36	75	121238	121238	13	9	100	176	2609	1	31	26	118	656	1875	78	10
9999	2	4	1886	36	77	61976	61976	8	5	100	140	1057	0	18	18	104	319	720	18	6
9999	2	4	1887	36	79	99574	97577	13	6	100	84	872	0	6	15	63	187	648	36	2
9999	2	4	1888	36	81	2309193	2309193	8	1	100	12800	40201	129	230	5126	7314	5178	32073	2950	0
9999	2	4	1889	36	83	155511	155511	17	11	99.6515	517	4303	3	29	189	296	992	3131	181	22
9999	2	4	1890	36	85	492259	492259	6	1	100	2721	8369	28	49	1092	1553	1103	6639	627	0
9999	2	4	1891	36	87	299944	299944	20	12	100	473	4501	2	18	148	305	497	3852	152	22
9999	2	4	1892	36	89	109430	107856	15	10	93.5117	210	1577	0	39	14	157	424	1116	36	13
9999	2	4	1893	36	91	218936	218936	13	9	100	166	2716	1	24	35	106	472	2181	63	9
9999	2	4	1894	36	93	151942	151942	14	8	100	653	5170	7	41	258	347	1012	3901	257	44
9999	2	4	1895	36	95	31936	31936	8	5	100	27	544	1	4	4	18	145	390	9	1
9999	2	4	1896	36	97	18839	18839	7	3	100	18	155	0	4	1	13	37	112	5	0
9999	2	4	1897	36	99	34162	33515	10	5	100	48	592	0	3	5	40	123	450	19	0
9999	2	4	1898	36	101	96303	94177	16	10	99.4825	133	1275	1	23	11	98	282	970	22	11
9999	2	4	1899	36	103	1521962	1499870	31	22	100	2712	29356	33	84	1051	1544	4472	23237	1647	257
9999	2	4	1900	36	105	76387	76387	10	7	99.6452	185	1358	2	22	28	133	430	894	34	8
9999	2	4	1901	36	107	49986	49986	8	4	100	29	499	0	4	0	25	122	360	17	1
9999	2	4	1902	36	109	101616	101616	12	9	100	202	2361	3	12	34	153	362	1965	34	9
9999	2	4	1903	36	111	182041	182041	24	19	99.1491	445	3444	1	27	98	319	705	2623	117	19
9999	2	4	1904	36	113	66247	66247	7	4	100	77	1369	0	6	7	64	173	1171	25	5
9999	2	4	1905	36	115	62991	62991	13	9	100	60	708	0	9	4	47	163	515	30	2
9999	2	4	1906	36	117	91270	91270	16	11	100	136	1609	0	21	25	90	392	1169	48	4
9999	2	4	1907	36	119	956850	956850	53	45	100	2472	14090	22	77	1037	1336	2247	10947	895	72
9999	2	4	1908	36	121	41564	41453	10	6	100	47	446	0	6	1	40	101	335	10	1
9999	2	4	1909	36	123	24634	24634	6	3	100	11	340	1	3	1	6	78	261	1	1
9999	2	4	1910	36	777	0	0	2	2	100	22	500	0	1	1	20	52	399	49	8
9999	2	4	1911	37	1	149261	148229	9	7	99.4516	671	5708	4	48	160	458	1600	3838	270	17
9999	2	4	1912	37	3	36927	36927	4	2	100	62	897	2	4	10	46	320	528	49	7
9999	2	4	1913	37	5	10998	1770	5	2	100	4	52	0	0	0	4	6	43	3	1
9999	2	4	1914	37	7	25185	24228	6	2	98.2713	115	1105	3	7	31	74	451	592	62	4
9999	2	4	1915	37	9	25886	25886	6	4	100	44	457	0	5	1	38	241	188	28	3
9999	2	4	1916	37	11	17936	17951	6	5	99.902	22	243	1	1	4	16	101	138	4	2
9999	2	4	1917	37	13	46226	45630	9	4	99.0808	205	1444	3	8	37	157	495	892	57	9
9999	2	4	1918	37	15	19328	19328	5	3	100	47	384	4	4	11	28	185	183	16	2
9999	2	4	1919	37	17	32371	28669	8	3	100	126	1250	6	0	21	99	430	776	44	17
9999	2	4	1920	37	19	107258	104370	15	11	99.6563	248	3382	1	27	36	184	1389	1814	178	15
9999	2	4	1921	37	21	231997	231293	13	8	99.1713	617	6327	7	46	218	347	1822	4019	486	33
9999	2	4	1922	37	23	88648	88423	8	7	99.8231	141	1949	0	13	22	106	754	1104	90	3
9999	2	4	1923	37	25	183111	173349	5	3	100	338	5125	12	26	124	176	1418	3357	350	26
9999	2	4	1924	37	27	80327	80460	6	6	100	145	2882	4	9	36	96	957	1764	161	15
9999	2	4	1925	37	29	10068	10068	4	2	100	6	74	0	0	1	5	24	48	2	2
9999	2	4	1926	37	31	63730	63730	12	10	99.988	166	2207	2	14	15	135	665	1470	72	6
9999	2	4	1927	37	33	23251	0	3	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	1928	37	35	159960	158611	11	8	100	647	6469	11	32	173	431	2028	4076	365	36
9999	2	4	1929	37	37	64418	64871	5	4	100	109	1270	1	11	26	71	432	775	63	16
9999	2	4	1930	37	39	26865	26865	5	3	100	50	565	0	9	3	38	107	449	9	4
9999	2	4	1931	37	41	14639	14639	4	2	100	52	302	1	3	13	35	116	173	13	1
9999	2	4	1932	37	43	10596	10596	3	1	100	18	147	0	2	1	15	61	76	10	1
9999	2	4	1933	37	45	100522	98609	8	5	100	216	3228	3	27	75	111	1188	1920	120	12
9999	2	4	1934	37	47	54241	53104	10	5	99.5452	291	2623	6	4	51	230	996	1424	203	14
9999	2	4	1935	37	49	97646	75111	8	4	96.4054	175	2562	3	15	21	137	1071	1380	111	5
9999	2	4	1936	37	51	314288	314288	8	6	96.6385	1914	19385	34	120	648	1112	6061	12213	1111	105
9999	2	4	1937	37	53	24988	24988	3	1	100	48	640	0	3	3	42	175	449	16	2
9999	2	4	1938	37	55	34040	34040	10	7	98.3892	106	2120	0	7	10	89	680	1402	38	10
9999	2	4	1939	37	57	157920	158136	6	4	100	407	3970	0	23	116	268	1356	2394	220	34
9999	2	4	1940	37	59	41752	40766	5	2	100	84	845	0	6	11	67	260	535	50	6
9999	2	4	1941	37	61	53920	52515	9	7	99.6842	118	1340	3	10	19	86	572	712	56	17
9999	2	4	1942	37	63	264332	267750	8	7	100	1679	13800	22	71	743	843	4168	8795	837	34
9999	2	4	1943	37	65	36315	52476	7	6	100	368	2319	4	20	110	234	855	1362	102	20
9999	2	4	1944	37	67	347060	347835	9	7	100	2110	17965	17	137	635	1321	5515	11438	1012	104
9999	2	4	1945	37	69	59909	60437	8	7	100	85	1406	1	5	28	51	524	731	151	3
9999	2	4	1946	37	71	207790	203696	15	11	88.5232	1001	7552	10	51	272	668	1906	5056	590	74
9999	2	4	1947	37	73	11870	0	4	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	4	1948	37	75	7818	0	3	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	1949	37	77	58131	58131	7	4	99.1189	231	1919	1	14	38	178	663	1176	80	14
9999	2	4	1950	37	79	20903	20903	3	1	75	55	660	4	21	11	19	308	325	27	0
9999	2	4	1951	37	81	482561	478844	9	9	100	2785	22901	28	116	1213	1428	7133	14560	1208	160
9999	2	4	1952	37	83	54823	53807	10	5	100	321	2313	11	15	75	220	885	1314	114	13
9999	2	4	1953	37	85	114765	114765	9	7	60.8661	303	2665	2	20	58	223	1025	1451	189	36
9999	2	4	1954	37	87	56961	56961	7	5	99.6141	142	1423	1	14	14	113	531	834	59	13
9999	2	4	1955	37	89	104039	104039	6	4	100	169	2052	2	25	26	116	589	1286	177	8
9999	2	4	1956	37	91	23293	22404	6	3	100	92	789	4	8	26	54	334	424	31	4
9999	2	4	1957	37	93	44698	44698	4	2	100	72	1271	1	3	26	42	858	349	64	4
9999	2	4	1958	37	95	5122	0	3	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	1959	37	97	159429	159611	7	6	77.3245	611	4664	3	49	138	421	1561	2836	268	31
9999	2	4	1960	37	99	37204	37204	5	3	100	159	1154	0	9	12	138	439	649	66	3
9999	2	4	1961	37	101	169092	165805	12	8	97.9615	381	4651	2	41	87	252	1709	2604	337	16
9999	2	4	1962	37	103	10101	955	4	1	100	2	11	0	0	1	1	4	6	1	0
9999	2	4	1963	37	105	60374	60374	5	3	100	147	1812	6	5	57	79	592	1116	104	10
9999	2	4	1964	37	107	56445	56099	7	4	97.1415	457	2317	0	16	70	370	880	1339	98	13
9999	2	4	1965	37	109	76155	76155	4	2	100	98	2464	2	8	23	65	789	1587	88	12
9999	2	4	1966	37	111	44091	44091	6	4	99.8187	68	1011	3	5	12	48	419	528	64	17
9999	2	4	1967	37	113	33414	33414	5	3	100	37	736	0	8	3	26	282	419	35	2
9999	2	4	1968	37	115	20548	19080	6	2	98.4513	11	265	1	6	2	2	117	137	11	4
9999	2	4	1969	37	117	23212	23212	5	3	100	148	821	4	8	28	108	336	443	42	4
9999	2	4	1970	37	119	916123	916020	14	9	100	5928	42978	60	321	2467	3080	10688	28727	3563	276
9999	2	4	1971	37	121	15814	1975	5	1	75	4	51	1	0	1	1	7	41	3	0
9999	2	4	1972	37	123	27449	27449	8	6	100	62	832	5	9	11	37	203	593	36	3
9999	2	4	1973	37	125	86988	85307	16	9	100	192	2092	14	17	45	116	702	1280	110	32
9999	2	4	1974	37	127	111628	94509	10	8	98.3949	618	4046	7	30	214	368	1430	2413	203	37
9999	2	4	1975	37	129	196742	194084	12	7	100	1038	9823	7	71	362	598	2478	6750	595	35
9999	2	4	1976	37	131	20351	17321	9	3	98.9031	65	466	1	3	12	48	254	180	31	1
9999	2	4	1977	37	133	167785	168113	9	8	100	561	6079	11	96	99	355	1983	3849	247	45
9999	2	4	1978	37	135	128911	127963	7	7	99.9173	269	3781	3	30	88	148	1138	2499	144	10
