STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	CPOPARST	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	VIOL	PROPERTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON
9999	2	4	656	17	107	29522	0	4	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	657	17	109	32649	0	5	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	658	17	111	340971	144872	25	10	95.263	139	2333	1	0	32	106	307	1982	45	6
9999	2	4	659	17	113	166312	157547	12	5	100	534	3715	3	0	86	445	915	2688	112	23
9999	2	4	660	17	115	107232	99872	7	3	100	602	3473	3	0	151	448	1465	1840	168	43
9999	2	4	661	17	117	48248	479	12	1	100	0	2	0	0	0	0	0	1	1	0
9999	2	4	662	17	119	271019	128885	24	7	89.3078	321	3213	3	0	110	207	707	2370	135	9
9999	2	4	663	17	121	42376	37196	5	3	82.9529	88	1250	0	0	7	81	253	938	59	0
9999	2	4	664	17	123	12508	0	4	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	665	17	125	14916	0	5	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	666	17	127	15003	0	2	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	667	17	129	12411	0	3	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	668	17	131	16021	12461	2	1	100	40	137	0	0	0	40	25	105	7	0
9999	2	4	669	17	133	33383	9406	4	1	100	13	56	3	0	1	9	14	33	9	0
9999	2	4	670	17	135	29560	18843	8	2	100	113	348	0	0	0	113	76	267	5	5
9999	2	4	671	17	137	34961	11424	4	1	100	11	100	0	0	0	11	41	56	3	1
9999	2	4	672	17	139	13574	9189	2	1	100	3	45	0	0	0	3	18	23	4	0
9999	2	4	673	17	141	55408	34983	6	2	100	18	290	0	0	0	18	70	203	17	0
9999	2	4	674	17	143	183071	161499	10	2	92.6845	1123	6174	17	0	430	675	1793	3999	382	70
9999	2	4	675	17	145	22331	11685	4	2	100	10	96	0	0	0	10	31	61	4	0
9999	2	4	676	17	147	17041	10450	3	1	100	17	108	2	0	0	15	38	68	2	0
9999	2	4	677	17	149	16365	0	4	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	678	17	151	4030	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	679	17	153	6238	0	3	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	680	17	155	5971	4635	2	1	0	6	49	0	0	0	5	17	30	2	0
9999	2	4	681	17	157	32374	8338	8	2	100	17	68	0	0	0	17	25	40	3	0
9999	2	4	682	17	159	15393	15393	2	2	100	29	323	0	0	2	27	73	238	12	0
9999	2	4	683	17	161	146266	126190	14	4	100	713	4183	1	0	121	591	939	3027	217	40
9999	2	4	684	17	163	258399	101136	26	8	99.7384	2221	5345	30	0	424	1766	1770	3011	564	82
9999	2	4	685	17	165	25765	19560	4	2	75.5777	66	451	2	0	4	60	202	223	26	1
9999	2	4	686	17	167	194691	131432	27	5	100	1367	7340	12	0	269	1086	1733	5340	267	44
9999	2	4	687	17	169	6859	0	2	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	688	17	171	5122	0	2	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	689	17	173	21560	0	3	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	690	17	175	6090	6090	1	1	100	8	64	0	0	0	8	11	51	2	0
9999	2	4	691	17	177	45910	24424	2	1	100	55	1156	0	0	15	40	324	817	15	4
9999	2	4	692	17	179	132128	72256	17	3	73.0502	183	1681	0	0	20	163	468	1158	54	9
9999	2	4	693	17	181	18111	10189	4	1	100	4	92	1	0	0	3	22	66	4	0
9999	2	4	694	17	183	80017	80017	18	18	99.9114	418	3139	6	0	114	298	1099	1919	121	13
9999	2	4	695	17	185	11908	7343	2	1	100	3	124	0	0	1	2	24	100	0	0
9999	2	4	696	17	187	17691	0	3	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	697	17	189	14504	10155	3	1	33.3333	54	63	0	0	0	54	27	36	0	0
9999	2	4	698	17	191	16360	0	3	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	699	17	193	15153	8761	6	2	33.2011	13	132	1	0	0	12	37	95	0	0
9999	2	4	700	17	195	58753	45002	12	3	100	73	1061	1	0	8	64	265	738	58	8
9999	2	4	701	17	197	653253	532967	31	19	98.2202	948	9876	25	0	250	673	2048	7403	424	52
9999	2	4	702	17	199	64751	42112	8	2	70.8064	88	691	2	0	8	78	266	371	54	6
9999	2	4	703	17	201	301666	247664	16	3	96.9811	2216	10582	23	120	614	1458	3015	7006	560	47
9999	2	4	704	17	203	37865	22916	7	1	100	8	157	0	0	0	8	49	102	6	2
9999	2	4	705	18	1	34083	13965	4	3	100	8	130	1	1	0	6	19	98	13	4
9999	2	4	706	18	3	353148	353148	4	4	100	992	10793	19	93	505	375	2565	7713	515	47
9999	2	4	707	18	5	75546	75546	3	3	100	81	2600	0	7	27	47	338	2068	194	11
9999	2	4	708	18	7	8716	2177	3	2	100	2	10	0	0	0	2	0	8	2	0
9999	2	4	709	18	9	12886	12886	3	3	100	14	241	0	3	2	9	51	182	8	1
9999	2	4	710	18	11	56177	56177	5	5	72.3695	62	1041	2	4	17	38	205	778	58	5
9999	2	4	711	18	13	14527	14527	2	2	100	10	124	1	0	1	8	46	74	4	7
9999	2	4	712	18	15	19866	19866	3	3	92.8597	15	298	0	2	1	12	71	207	20	2
9999	2	4	713	18	17	38990	38990	3	3	100	46	1096	0	7	4	35	165	880	51	2
9999	2	4	714	18	19	108018	108018	6	6	100	344	4060	5	26	57	256	927	2881	252	11
9999	2	4	715	18	21	26763	8296	3	2	100	10	182	0	0	1	9	31	147	4	2
9999	2	4	716	18	23	34138	17786	3	2	100	12	376	0	4	3	5	75	282	19	1
9999	2	4	717	18	25	10625	10625	2	2	100	41	117	0	0	0	41	37	74	6	1
9999	2	4	718	18	27	30233	30233	3	3	100	29	798	0	10	3	16	146	594	58	0
9999	2	4	719	18	29	50491	45693	5	4	60.8348	68	69	0	9	6	53	28	38	2	0
9999	2	4	720	18	31	25089	0	3	1	100	3	14	0	0	0	3	3	11	0	0
9999	2	4	721	18	33	42122	15288	5	3	100	32	436	1	6	6	19	75	352	9	2
9999	2	4	722	18	35	114428	114435	4	5	100	434	3363	6	54	134	240	783	2394	186	40
9999	2	4	723	18	37	41718	20371	4	3	100	5	314	0	2	0	3	72	228	14	0
9999	2	4	724	18	39	201649	201289	5	5	100	260	5343	8	55	155	42	1340	3657	346	36
9999	2	4	725	18	41	24166	13815	3	2	75	30	1072	0	1	14	15	264	785	22	3
9999	2	4	726	18	43	74230	74230	5	5	97.8634	137	2864	1	9	53	74	568	2137	159	24
9999	2	4	727	18	45	16975	3271	4	2	91.6667	9	40	0	0	0	9	4	34	2	3
9999	2	4	728	18	47	22013	23510	2	3	100	13	166	0	1	0	12	91	61	14	1
9999	2	4	729	18	49	20327	13868	3	2	41.6667	16	159	0	0	4	12	72	70	17	0
9999	2	4	730	18	51	32735	24264	4	3	100	29	230	2	2	4	21	38	186	6	2
9999	2	4	731	18	53	68221	68221	5	5	100	105	2071	2	22	56	25	358	1551	162	20
9999	2	4	732	18	55	32563	24447	4	2	100	7	154	0	2	0	5	61	73	20	0
9999	2	4	733	18	57	281794	207728	6	5	100	112	3117	0	18	39	55	422	2575	120	10
9999	2	4	734	18	59	68831	68831	3	3	100	44	831	0	10	6	28	181	589	61	12
9999	2	4	735	18	61	37424	37424	3	3	100	12	509	0	3	3	6	113	360	36	0
9999	2	4	736	18	63	141574	70503	6	5	100	110	1690	1	14	12	83	212	1392	86	2
9999	2	4	737	18	65	47100	47100	3	3	100	19	1762	0	3	6	10	443	1255	64	3
9999	2	4	738	18	67	83344	83344	3	3	100	191	3006	1	22	43	125	681	2241	84	3
9999	2	4	739	18	69	37574	37574	3	3	100	49	621	0	9	4	36	149	445	27	4
9999	2	4	740	18	71	42352	42352	4	4	98.2421	126	1492	2	7	9	107	291	1132	70	5
9999	2	4	741	18	73	32872	6285	3	2	100	31	259	0	4	3	24	30	222	7	0
9999	2	4	742	18	75	21537	18954	4	3	100	22	400	0	2	6	14	58	339	3	2
9999	2	4	743	18	77	32999	0	3	1	100	4	19	0	2	0	2	2	14	3	0
9999	2	4	744	18	79	28126	28126	3	3	100	70	502	2	11	2	55	182	314	6	0
9999	2	4	745	18	81	142652	136332	8	6	100	316	3516	1	15	30	270	346	3074	96	11
9999	2	4	746	18	83	37996	34776	4	3	95.9565	26	1284	0	4	11	11	297	932	55	1
9999	2	4	747	18	85	76275	76635	4	5	100	55	1346	0	11	10	34	200	1085	61	13
9999	2	4	748	18	87	37490	37490	2	2	100	24	291	0	5	3	16	66	180	45	0
9999	2	4	749	18	89	495668	480512	20	18	100	1932	17051	81	113	799	939	3905	10968	2177	69
9999	2	4	750	18	91	111155	107601	9	7	100	203	3924	3	26	86	88	910	2805	209	14
9999	2	4	751	18	93	45988	41424	4	3	100	50	791	5	9	8	28	156	586	49	7
9999	2	4	752	18	95	131537	131524	6	6	100	204	4649	1	38	78	87	1147	3220	282	29
9999	2	4	753	18	97	884032	840295	10	7	100	9849	48887	100	465	3983	5301	15460	28839	4588	350
9999	2	4	754	18	99	46953	46953	5	5	100	38	762	0	8	6	24	198	518	46	4
9999	2	4	755	18	101	9943	9943	3	3	100	15	119	0	0	2	13	35	73	11	0
9999	2	4	756	18	103	36286	36286	3	3	100	43	466	0	6	6	31	156	290	20	7
9999	2	4	757	18	105	130159	130159	5	5	100	465	4645	3	52	85	325	1325	3087	233	25
9999	2	4	758	18	107	37891	37891	3	3	100	85	1198	3	8	9	65	387	759	52	1
9999	2	4	759	18	109	71220	23849	4	3	100	42	1211	0	8	8	26	97	1060	54	1
9999	2	4	760	18	111	13890	13890	2	2	100	7	265	1	0	2	4	90	157	18	1
9999	2	4	761	18	113	47809	47809	5	5	87.2228	17	484	0	5	2	9	129	328	27	3
9999	2	4	762	18	115	5799	0	2	1	100	6	15	0	2	0	4	3	12	0	0
9999	2	4	763	18	117	19632	19632	2	2	50	57	149	0	1	0	56	106	19	24	0
9999	2	4	764	18	119	22469	0	2	1	100	0	5	0	0	0	0	0	3	2	0
9999	2	4	765	18	121	17173	17173	2	2	100	7	135	1	3	0	3	34	93	8	0
9999	2	4	766	18	123	18966	17833	4	3	100	23	227	0	8	1	14	45	170	12	3
9999	2	4	767	18	125	12563	0	3	1	100	8	18	0	0	0	8	0	12	6	1
9999	2	4	768	18	127	164216	162350	8	7	100	360	3451	3	23	20	314	697	2586	168	9
9999	2	4	769	18	129	26015	0	3	1	100	1	2	0	0	0	1	1	1	0	3
9999	2	4	770	18	131	13732	13732	2	2	100	36	194	0	0	0	36	48	125	21	0
9999	2	4	771	18	133	37366	27194	4	2	100	29	247	0	1	1	27	92	127	28	0
9999	2	4	772	18	135	25675	21340	5	3	100	20	578	1	2	2	15	165	404	9	0
9999	2	4	773	18	137	29028	27531	3	3	100	45	268	2	1	2	40	55	208	5	0
9999	2	4	774	18	139	17228	6011	3	2	100	16	284	0	1	2	13	61	220	3	0
9999	2	4	775	18	141	267217	266599	8	7	100	1091	11684	17	81	447	546	3162	7909	613	65
9999	2	4	776	18	143	23733	10483	4	3	100	123	553	5	2	12	104	105	422	26	0
9999	2	4	777	18	145	44284	44284	3	3	100	46	1327	0	3	3	40	141	1139	47	1
9999	2	4	778	18	147	20111	0	2	1	100	4	4	1	1	1	1	1	3	0	1
9999	2	4	779	18	149	23712	23712	3	3	97.2981	64	798	1	10	6	47	193	544	62	6
9999	2	4	780	18	151	33429	33429	3	3	100	24	931	1	6	3	14	144	749	38	3
9999	2	4	781	18	153	21318	21318	3	3	86.0275	11	244	2	2	1	6	73	142	29	0
9999	2	4	782	18	155	9782	0	2	1	100	7	51	0	0	0	7	6	41	4	0
9999	2	4	783	18	157	166266	166266	6	6	100	448	5139	0	42	85	321	988	3879	272	18
9999	2	4	784	18	159	15874	15880	3	4	100	8	308	0	1	0	7	72	225	11	0
9999	2	4	785	18	161	7149	0	2	1	100	2	26	0	1	0	1	2	21	3	0
9999	2	4	786	18	163	175330	175330	3	3	100	509	6416	3	70	143	293	1233	4926	257	72
9999	2	4	787	18	165	16203	16203	3	3	100	18	185	0	0	2	16	28	132	25	4
9999	2	4	788	18	167	106171	62286	5	4	98.8114	190	4436	1	29	59	101	1135	2942	360	47
9999	2	4	789	18	169	32517	32517	4	4	100	28	438	3	6	9	10	105	324	9	1
9999	2	4	790	18	171	8573	0	2	1	100	1	16	0	0	0	1	0	13	3	0
9999	2	4	791	18	173	58355	58355	3	3	100	158	765	0	11	5	142	116	617	32	4
9999	2	4	792	18	175	28073	6538	3	2	100	8	3	0	0	2	6	3	0	0	0
9999	2	4	793	18	177	67558	65608	5	4	100	146	1989	0	9	47	90	586	1259	144	28
9999	2	4	794	18	179	28051	28051	3	3	100	13	386	2	2	2	7	87	288	11	0
9999	2	4	795	18	181	23686	23686	3	3	100	5	211	0	1	2	2	42	154	15	2
9999	2	4	796	18	183	32945	32945	4	4	100	15	398	1	3	5	6	87	288	23	0
9999	2	4	797	19	1	7421	7421	1	1	100	1	54	0	0	0	1	21	29	4	0
9999	2	4	798	19	3	3988	3988	1	1	100	22	67	0	2	0	20	20	39	8	1
9999	2	4	799	19	5	14503	10618	2	1	33.3333	0	0	0	0	0	0	0	0	0	0
9999	2	4	800	19	7	12740	12740	2	2	100	41	348	1	6	1	33	107	215	26	8
9999	2	4	801	19	9	5944	5944	2	2	100	3	57	0	0	0	3	15	39	3	0
9999	2	4	802	19	11	26630	23825	3	2	100	13	168	0	2	1	10	55	107	6	2
9999	2	4	803	19	13	128198	128198	5	5	100	797	3744	2	65	156	574	1013	2543	188	37
9999	2	4	804	19	15	26321	26321	3	3	100	57	261	0	3	0	54	87	159	15	4
9999	2	4	805	19	17	23701	23701	2	2	100	121	201	0	6	0	115	38	153	10	2
9999	2	4	806	19	19	20996	20996	2	2	100	20	280	0	0	2	18	64	192	24	3
9999	2	4	807	19	21	19603	19603	2	2	100	41	367	0	3	1	37	84	275	8	9
9999	2	4	808	19	23	14553	14553	1	1	100	6	28	1	0	0	5	21	4	3	0
9999	2	4	809	19	25	9748	9748	1	1	100	6	60	0	0	0	6	33	25	2	0
9999	2	4	810	19	27	20846	20846	2	2	100	10	195	0	3	0	7	33	151	11	0
9999	2	4	811	19	29	13731	13731	2	2	100	21	252	0	2	0	19	51	183	18	0
9999	2	4	812	19	31	18034	18039	2	3	100	13	174	0	2	1	10	27	136	11	5
9999	2	4	813	19	33	43446	43446	3	3	97.0151	38	1237	0	13	4	21	237	956	44	4
9999	2	4	814	19	35	11384	11384	2	2	100	31	118	0	0	0	31	33	80	5	0
9999	2	4	815	19	37	12003	12003	2	2	61.695	0	34	0	0	0	0	5	26	2	0
9999	2	4	816	19	39	9002	9002	2	2	100	16	162	0	2	1	13	44	109	9	3
9999	2	4	817	19	41	16593	16593	2	2	100	11	331	0	1	3	7	107	218	6	2
9999	2	4	818	19	43	17428	17428	1	1	100	6	76	0	1	0	5	18	50	8	0
9999	2	4	819	19	45	48749	48749	4	4	100	201	1389	2	17	20	162	361	950	78	22
9999	2	4	820	19	47	16335	16335	2	2	90.6459	14	97	1	0	1	12	17	74	5	0
9999	2	4	821	19	49	51151	62417	4	7	100	93	966	0	6	3	84	225	718	23	8
9999	2	4	822	19	51	8559	8559	2	2	97.488	8	14	0	0	0	8	5	6	3	1
9999	2	4	823	19	53	8370	6495	2	1	33.3333	0	3	0	0	0	0	0	0	3	0
9999	2	4	824	19	55	16947	17159	2	3	100	46	88	0	4	0	42	28	46	14	2
9999	2	4	825	19	57	40390	40390	3	3	100	203	1256	1	11	26	165	330	865	61	18
9999	2	4	826	19	59	16785	16785	2	2	100	2	141	0	0	0	2	24	117	0	2
9999	2	4	827	19	61	93196	92984	3	3	100	360	2179	2	18	17	323	595	1490	94	35
9999	2	4	828	19	63	10384	10384	2	2	100	22	136	0	0	0	22	51	85	0	0
9999	2	4	829	19	65	20061	20061	3	3	100	36	249	0	4	0	32	80	153	16	2
9999	2	4	830	19	67	16086	16086	2	2	100	12	158	1	1	1	9	42	114	2	4
9999	2	4	831	19	69	10439	10439	2	2	79.8416	3	22	0	0	0	3	4	18	0	0
9999	2	4	832	19	71	7376	7376	1	1	100	13	83	0	2	0	11	35	43	5	2
9999	2	4	833	19	73	9170	9170	2	2	72.3282	2	33	0	0	0	2	17	15	1	0
9999	2	4	834	19	75	12145	12145	2	2	100	5	139	0	0	0	5	26	109	4	0
9999	2	4	835	19	77	10898	10898	1	1	100	0	65	0	0	0	0	29	25	11	0
9999	2	4	836	19	79	15222	15222	2	2	100	46	308	0	2	3	41	91	201	16	2
9999	2	4	837	19	81	10891	11258	2	3	97.8297	12	67	0	0	0	12	35	32	0	0
9999	2	4	838	19	83	17193	17193	3	3	100	18	284	0	5	0	13	93	176	15	1
9999	2	4	839	19	85	15149	15149	2	2	82.0054	14	192	0	2	1	11	67	110	15	2
9999	2	4	840	19	87	20175	18343	3	2	100	62	380	0	5	1	56	116	246	18	5
9999	2	4	841	19	89	9423	9423	2	2	100	5	162	0	2	1	2	41	113	8	2
9999	2	4	842	19	91	9410	9410	2	2	100	1	100	0	0	0	1	45	49	6	0
9999	2	4	843	19	93	6756	6756	1	1	100	8	80	0	1	0	7	25	45	10	1
9999	2	4	844	19	95	15873	15873	2	2	100	13	85	2	0	1	10	20	56	9	1
9999	2	4	845	19	97	19899	19899	2	2	58.9096	17	211	0	4	1	12	66	140	5	0
9999	2	4	846	19	99	36460	36460	3	3	100	34	632	0	1	2	31	211	388	33	3
9999	2	4	847	19	101	15365	15365	2	2	100	22	384	0	4	1	17	99	264	21	4
9999	2	4	848	19	103	129899	129899	5	5	100	389	2734	2	39	72	276	488	2130	116	11
9999	2	4	849	19	105	20331	20331	3	3	100	11	291	0	1	0	10	59	215	17	2
9999	2	4	850	19	107	10604	10604	1	1	91.6667	1	25	1	0	0	0	3	20	2	0
9999	2	4	851	19	109	15266	15266	2	2	100	21	103	0	1	0	20	37	64	2	0
9999	2	4	852	19	111	35088	35088	4	3	100	235	943	1	20	3	211	212	671	60	11
9999	2	4	853	19	113	210159	203451	6	5	99.8326	493	6607	1	63	118	311	1549	4758	300	21
9999	2	4	854	19	115	11660	11660	1	1	100	6	49	0	3	0	3	25	20	4	0
9999	2	4	855	19	117	9264	9264	2	2	100	24	201	0	1	1	22	73	117	11	1
9999	2	4	856	19	119	11163	8740	2	1	100	15	96	0	6	0	9	44	47	5	3
9999	2	4	857	19	121	15654	15654	2	2	100	8	132	1	1	2	4	26	104	2	1
9999	2	4	858	19	123	22290	22290	2	2	100	37	359	0	6	3	28	83	252	24	1
9999	2	4	859	19	125	32576	32576	4	4	75.0491	79	503	0	9	4	66	120	345	37	6
9999	2	4	860	19	127	39489	39489	3	3	100	143	1420	0	2	7	134	373	968	79	15
9999	2	4	861	19	129	15155	15155	2	2	100	32	256	0	7	0	25	70	150	36	5
9999	2	4	862	19	131	10677	10677	3	3	96.6907	3	62	0	0	0	3	20	40	2	0
9999	2	4	863	19	133	8845	6135	2	1	58.3333	0	0	0	0	0	0	0	0	0	0
9999	2	4	864	19	135	7521	7521	2	2	100	15	82	0	0	0	15	32	45	5	0
9999	2	4	865	19	137	10756	10756	2	2	52.315	12	213	0	2	0	11	77	129	7	3
9999	2	4	866	19	139	42526	42521	4	4	100	157	808	0	32	3	122	183	583	42	5
9999	2	4	867	19	141	13927	13814	2	2	100	19	179	0	1	0	18	65	106	8	0
9999	2	4	868	19	143	6378	6378	1	1	100	3	15	0	0	0	3	10	3	2	0
9999	2	4	869	19	145	15508	15508	3	3	100	20	301	0	4	0	16	78	207	16	4
9999	2	4	870	19	147	9247	9247	2	2	100	9	63	0	2	0	7	29	33	1	6
9999	2	4	871	19	149	24229	24229	2	2	94.8013	22	245	0	11	0	11	44	187	14	3
9999	2	4	872	19	151	7442	7442	1	1	100	1	27	0	1	0	0	16	9	2	0
9999	2	4	873	19	153	441406	429958	11	12	100	1408	13840	7	228	286	887	2691	10240	909	100
9999	2	4	874	19	155	89704	89704	3	3	97.5698	584	4910	2	76	101	405	962	3448	500	50
9999	2	4	875	19	157	18536	18536	2	2	100	22	411	0	4	0	18	159	236	16	2
9999	2	4	876	19	159	5115	5115	1	1	0	5	40	0	1	0	5	16	21	3	1
9999	2	4	877	19	161	10175	10175	2	2	98.2654	7	66	0	2	1	4	24	37	5	0
9999	2	4	878	19	163	165131	165131	5	5	98.6343	807	6038	3	55	232	517	1271	4537	230	26
9999	2	4	879	19	165	12013	12013	2	2	69.071	5	29	0	1	0	4	15	11	3	0
9999	2	4	880	19	167	32111	32224	5	6	72.4949	36	333	0	3	3	30	80	230	23	5
9999	2	4	881	19	169	87399	87399	5	5	97.4492	227	2280	0	32	20	176	430	1786	64	17
9999	2	4	882	19	171	17622	15083	2	1	100	26	144	0	0	0	26	78	58	8	5
9999	2	4	883	19	173	6218	6218	1	1	91.6667	0	33	0	0	0	0	12	21	0	1
9999	2	4	884	19	175	12242	12242	2	2	100	27	300	0	1	2	24	55	227	18	2
9999	2	4	885	19	177	7650	7650	1	1	100	11	82	0	1	0	10	52	25	5	1
9999	2	4	886	19	179	35407	35407	2	2	100	186	1138	0	11	7	168	280	803	55	14
9999	2	4	887	19	181	45313	45495	4	5	100	64	697	0	16	2	46	135	524	38	11
9999	2	4	888	19	183	21384	21384	2	2	100	62	233	1	13	1	47	114	105	14	1
9999	2	4	889	19	185	6194	6194	1	1	100	1	44	0	0	0	1	19	24	1	0
9999	2	4	890	19	187	38278	38278	2	2	100	230	1580	3	0	37	190	463	1009	108	16
9999	2	4	891	19	189	11163	10796	2	2	100	7	47	0	0	0	7	28	14	5	0
9999	2	4	892	19	191	20841	20841	2	2	100	8	138	0	0	0	8	17	118	3	0
9999	2	4	893	19	193	102270	102270	3	3	100	371	3010	3	26	43	299	682	2151	177	22
9999	2	4	894	19	195	7624	7624	1	1	100	5	103	0	1	0	4	39	60	4	1
9999	2	4	895	19	197	12736	12736	4	4	98.5095	17	171	0	2	0	15	54	106	10	2
9999	2	4	896	20	1	13220	10758	5	3	100	36	305	0	9	0	27	60	231	14	8
9999	2	4	897	20	3	7981	7806	4	3	100	33	126	0	0	2	31	48	71	7	6
9999	2	4	898	20	5	16467	16467	2	2	100	55	458	0	7	2	46	114	328	16	5
9999	2	4	899	20	7	4616	2726	3	2	86.2008	2	19	0	0	0	2	9	9	1	0
9999	2	4	900	20	9	27685	27685	5	5	99.4139	76	806	0	8	4	64	159	610	38	14
9999	2	4	901	20	11	14808	14808	2	2	100	61	397	1	8	4	48	119	251	27	6
9999	2	4	902	20	13	9901	8162	3	3	99.9561	16	108	0	5	0	11	27	74	7	3
9999	2	4	903	20	15	64075	63439	9	7	98.642	155	1671	1	16	13	125	449	1109	113	13
9999	2	4	904	20	17	2783	2783	1	1	100	3	9	0	0	0	3	5	4	0	0
9999	2	4	905	20	19	3713	3713	3	3	59.4802	9	58	0	1	0	8	23	33	2	0
9999	2	4	906	20	21	20946	20720	6	5	99.4385	48	357	0	2	2	44	105	230	22	13
9999	2	4	907	20	23	2703	2703	2	2	87.779	4	26	0	1	0	2	11	15	0	1
9999	2	4	908	20	25	2081	2081	1	1	100	2	45	0	0	0	2	19	24	2	0
9999	2	4	909	20	27	8874	8874	3	3	97.5378	30	95	0	1	1	28	27	62	6	0
9999	2	4	910	20	29	9381	9381	2	2	100	38	244	1	6	0	31	45	189	10	2
9999	2	4	911	20	31	8366	8366	5	5	87.3675	20	108	0	0	0	20	32	74	3	1
9999	2	4	912	20	33	1952	1406	3	2	26.055	3	33	0	0	0	2	8	22	3	0
9999	2	4	913	20	35	33866	33866	5	5	74.0854	169	771	4	14	4	148	197	531	43	7
9999	2	4	914	20	37	38979	38979	9	9	98.2343	180	1850	1	17	10	152	403	1363	83	29
9999	2	4	915	20	39	2860	1623	2	1	100	3	10	0	0	0	3	3	5	2	0
9999	2	4	916	20	41	19347	19347	5	5	94.6357	31	531	0	8	0	23	93	414	25	14
9999	2	4	917	20	43	7710	7710	5	5	81.8093	32	194	0	2	1	29	58	123	13	0
9999	2	4	918	20	45	116602	116602	5	5	100	494	5142	0	72	87	335	846	4124	172	29
9999	2	4	919	20	47	3049	1180	3	1	100	1	18	0	1	0	0	2	16	0	2
9999	2	4	920	20	49	3032	3032	2	2	85.5129	3	26	0	1	0	2	6	20	0	0
9999	2	4	921	20	51	27869	27869	5	5	98.3339	70	659	0	5	2	63	75	556	29	7
9999	2	4	922	20	53	6226	5282	5	3	96.4313	12	84	0	1	0	11	21	59	4	14
9999	2	4	923	20	55	41087	41087	3	3	100	148	945	2	29	13	104	214	700	30	9
9999	2	4	924	20	57	33410	32544	4	3	99.8138	173	914	5	18	22	128	161	700	52	7
9999	2	4	925	20	59	26787	26787	4	4	100	74	529	1	10	3	60	158	349	22	15
9999	2	4	926	20	61	31622	31622	3	3	100	149	610	0	10	23	116	148	446	16	5
9999	2	4	927	20	63	2499	1734	2	1	83.3333	1	41	0	0	0	1	7	31	2	0
9999	2	4	928	20	65	2561	2561	2	2	91.0712	1	32	0	0	0	1	10	21	1	1
9999	2	4	929	20	67	7352	7352	2	2	100	10	71	0	1	0	9	11	56	4	0
9999	2	4	930	20	69	5671	5671	1	1	100	0	23	0	0	0	0	10	13	0	0
9999	2	4	931	20	71	1240	1240	1	1	66.6667	2	6	0	0	0	2	0	6	0	0
9999	2	4	932	20	73	6785	6785	1	1	100	8	136	0	0	0	8	54	79	3	3
9999	2	4	933	20	75	2631	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	934	20	77	5796	5796	4	4	81.6468	11	120	0	1	0	9	45	65	10	2
9999	2	4	935	20	79	34031	33800	8	8	95.4162	111	667	0	15	5	91	173	457	37	8
9999	2	4	936	20	81	3882	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	937	20	83	1936	1936	1	1	100	4	16	0	0	0	4	8	7	1	0
9999	2	4	938	20	85	13320	12529	5	3	99.2896	38	185	0	4	1	33	57	115	13	6
9999	2	4	939	20	87	18438	18438	8	8	96.4801	40	302	1	3	0	36	101	185	16	0
9999	2	4	940	20	89	3083	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	4	941	20	91	545395	544148	20	20	98.9397	1017	12058	5	134	171	707	1597	9583	878	90
9999	2	4	942	20	93	4126	4126	1	1	58.3333	12	86	0	0	0	12	10	74	2	2
9999	2	4	943	20	95	7628	7628	3	3	75	16	85	0	3	0	13	31	51	4	3
9999	2	4	944	20	97	2477	2477	1	1	100	3	24	1	0	0	2	8	14	2	0
9999	2	4	945	20	99	21799	21799	5	5	96.4941	118	895	0	12	5	101	217	654	24	13
9999	2	4	946	20	101	1706	1706	1	1	100	6	11	0	0	0	6	4	6	1	0
9999	2	4	947	20	103	74974	74974	5	5	100	384	1470	1	24	51	308	432	977	61	38
9999	2	4	948	20	105	3231	3231	1	1	91.6667	0	35	0	0	0	0	12	21	2	0
9999	2	4	949	20	107	9628	9315	6	5	95.5466	34	161	0	1	1	32	62	89	10	3
9999	2	4	950	20	109	2598	2550	2	2	97.4314	10	52	0	4	0	6	10	39	2	0
9999	2	4	951	20	111	35555	35555	4	4	98.2862	97	1606	3	18	8	68	324	1237	44	9
9999	2	4	952	20	113	29016	28200	8	7	96.8573	49	534	2	13	3	31	107	405	23	6
9999	2	4	953	20	115	11978	11471	7	6	90.8247	17	129	0	3	0	14	58	63	8	1
9999	2	4	954	20	117	10108	10108	5	5	73.9686	11	99	0	1	0	9	31	63	5	1
