STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	SPOPARST	SPOPCRIM	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	SVIOL	SPROPERTY	SMURDER	SRAPE	SROBBERY	SAGASSLT	SBURGLRY	SLARCENY	SMVTHEFT	SARSON
9999	2	8	1	1	1	4802740	4706610	54834	3	4	99.203	0	0	0	0	0	0	0	0	0	0
9999	2	8	2	1	3	4802740	4706610	183142	14	14	99.0675	0	0	0	0	0	0	0	0	0	0
9999	2	8	3	1	5	4802740	4706610	27589	6	6	94.5174	0	0	0	0	0	0	0	0	0	0
9999	2	8	4	1	7	4802740	4706610	10394	5	5	99.001	0	0	0	0	0	0	0	0	0	0
9999	2	8	5	1	9	4802740	4706610	57598	6	6	99.5613	0	0	0	0	0	0	0	0	0	0
9999	2	8	6	1	11	4802740	4706610	10967	2	2	93.9227	0	0	0	0	0	0	0	0	0	0
9999	2	8	7	1	13	4802740	4706610	21048	4	4	99.7921	0	0	0	0	0	0	0	0	0	0
9999	2	8	8	1	15	4802740	4706610	119143	8	10	99.9177	0	0	0	0	0	0	0	0	0	0
9999	2	8	9	1	17	4802740	4706610	34380	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	10	1	19	4802740	4706610	26114	4	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	11	1	21	4802740	4706610	43853	5	6	99.9818	0	0	0	0	0	0	0	0	0	0
9999	2	8	12	1	23	4802740	4706610	13926	4	4	95.9428	0	0	0	0	0	0	0	0	0	0
9999	2	8	13	1	25	4802740	4706610	25957	5	5	79.9604	0	0	0	0	0	0	0	0	0	0
9999	2	8	14	1	27	4802740	4706610	13999	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	15	1	29	4802740	4706610	3908	3	2	99.1236	0	0	0	0	0	0	0	0	0	0
9999	2	8	16	1	31	4802740	4706610	50188	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	17	1	33	4802740	4706610	54690	7	7	98.7164	0	0	0	0	0	0	0	0	0	0
9999	2	8	18	1	35	4802740	4706610	12706	3	3	99.9948	0	0	0	0	0	0	0	0	0	0
9999	2	8	19	1	37	4802740	4706610	9634	3	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	20	1	39	4802740	4706610	37947	9	9	77.6159	0	0	0	0	0	0	0	0	0	0
9999	2	8	21	1	41	4802740	4706610	13785	5	4	86.9042	0	0	0	0	0	0	0	0	0	0
9999	2	8	22	1	43	4802740	4706610	80793	3	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	23	1	45	4802740	4706610	50493	10	12	98.4008	0	0	0	0	0	0	0	0	0	0
9999	2	8	24	1	47	4802740	4706610	44031	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	25	1	49	4802740	4706610	71451	14	14	99.1946	0	0	0	0	0	0	0	0	0	0
9999	2	8	26	1	51	4802740	4706610	79685	6	7	98.0392	0	0	0	0	0	0	0	0	0	0
9999	2	8	27	1	53	4802740	4706610	38503	5	5	100	0	0	0	0	0	0	0	0	0	0
