STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	SPOPARST	SPOPCRIM	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	SVIOL	SPROPERTY	SMURDER	SRAPE	SROBBERY	SAGASSLT	SBURGLRY	SLARCENY	SMVTHEFT	SARSON
9999	2	8	52	1	103	4779736	4706812	119490	8	8	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	53	1	105	4779736	4706812	5461	3	2	49.3774	0	0	0	0	0	0	0	0	0	0
9999	2	8	54	1	107	4779736	4706812	19138	7	6	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	55	1	109	4779736	4706812	32899	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	56	1	111	4779736	4706812	22162	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	57	1	113	4779736	4706812	52394	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	58	1	115	4779736	4706812	83593	11	13	99.9519	0	0	0	0	0	0	0	0	0	0
9999	2	8	59	1	117	4779736	4706812	194398	10	12	99.5813	0	0	0	0	0	0	0	0	0	0
9999	2	8	60	1	119	4779736	4706812	6023	5	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	61	1	121	4779736	4706812	82291	5	6	97.3797	0	0	0	0	0	0	0	0	0	0
9999	2	8	62	1	123	4779736	4706812	41402	7	7	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	63	1	125	4779736	4706812	194656	6	7	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	64	1	127	4779736	4706812	67023	9	9	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	65	1	129	4779736	4706812	17581	4	4	85.2976	0	0	0	0	0	0	0	0	0	0
9999	2	8	66	1	131	4779736	4706812	11670	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	67	1	133	4779736	4706812	24484	6	6	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	68	1	777	4779736	4706812	0	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	69	2	13	710231	705891	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9999	2	8	70	2	16	710231	705891	4855	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	71	2	20	710231	705891	291826	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	72	2	50	710231	705891	6080	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	73	2	60	710231	705891	997	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	74	2	70	710231	705891	2329	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	75	2	90	710231	705891	33652	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	76	2	100	710231	705891	1713	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	77	2	110	710231	705891	31275	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	78	2	122	710231	705891	18959	5	4	100	0	0	0	0	0	0	0	0	0	0
9999	2	8	79	2	130	710231	705891	8050	1	1	100	0	0	0	0	0	0	0	0	0	0
