STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	CPOPARST	AG_ARRST	JURFLAG	COVIND	GRNDTOT	P1TOT	P1VLNT	P1PRPTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON	OTHASLT	FRGYCNT	FRAUD	EMBEZL	STLNPRP	VANDLSM	WEAPONS	COMVICE	SEXOFF	DRUGTOT	DRGSALE	COCSALE	MJSALE	SYNSALE	OTHSALE	DRGPOSS	COCPOSS	MJPOSS	SYNPOSS	OTHPOSS	GAMBLE	BOOKMKG	NUMBERS	OTGAMBL	OFAGFAM	DUI	LIQUOR	DRUNK	DISORDR	VAGRANT	ALLOTHR	SUSPICN	CURFEW	RUNAWAY
9999	1	2	1	1	1	57161	3	1	0	768	192	8	184	0	0	5	3	6	177	1	0	95	3	9	9	7	2	6	0	2	121	2	0	0	0	1	119	14	69	3	33	0	0	0	0	0	123	3	58	4	0	136	0	0	0
9999	1	2	2	1	3	187467	14	0	0	2044	510	21	490	1	0	13	7	16	472	2	0	252	7	24	23	18	5	17	0	5	322	6	1	1	0	3	316	37	183	9	87	0	0	0	0	0	326	7	155	11	0	363	0	0	0
9999	1	2	3	1	5	27228	6	0	0	394	98	4	95	0	0	2	1	3	91	0	0	49	1	5	4	4	1	3	0	1	62	1	0	0	0	1	61	7	35	2	17	0	0	0	0	0	63	1	30	2	0	70	0	0	0
9999	1	2	4	1	7	22907	5	1	0	225	56	2	54	0	0	1	1	2	52	0	0	28	1	3	3	2	1	2	0	1	35	1	0	0	0	0	35	4	20	1	10	0	0	0	0	0	36	1	17	1	0	40	0	0	0
9999	1	2	5	1	9	57909	6	0	0	237	59	2	57	0	0	1	1	2	55	0	0	29	1	3	3	2	1	2	0	1	37	1	0	0	0	0	37	4	21	1	10	0	0	0	0	0	38	1	18	1	0	42	0	0	0
9999	1	2	6	1	11	10584	2	0	0	83	21	1	20	0	0	1	0	1	19	0	0	10	0	1	1	1	0	1	0	0	13	0	0	0	0	0	13	1	7	0	4	0	0	0	0	0	13	0	6	0	0	15	0	0	0
9999	1	2	7	1	13	20741	4	1	0	223	56	2	54	0	0	1	1	2	52	0	0	28	1	3	3	2	1	2	0	1	35	1	0	0	0	0	35	4	20	1	10	0	0	0	0	0	36	1	17	1	0	40	0	0	0
9999	1	2	8	1	15	122213	8	1	0	1430	357	14	343	1	0	9	5	11	330	2	0	176	5	17	16	13	3	12	0	3	225	4	1	1	0	2	221	26	128	6	61	0	0	0	0	0	228	5	108	8	0	254	0	0	0
9999	1	2	9	1	17	34075	4	0	0	410	102	4	98	0	0	3	1	3	95	0	0	51	1	5	5	4	1	3	0	1	65	1	0	0	0	1	63	7	37	2	17	0	0	0	0	0	65	1	31	2	0	73	0	0	0
9999	1	2	10	1	19	26141	4	1	0	138	35	1	33	0	0	1	0	1	32	0	0	17	0	2	2	1	0	1	0	0	22	0	0	0	0	0	21	2	12	1	6	0	0	0	0	0	22	0	10	1	0	25	0	0	0
