STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	CPOPARST	AG_ARRST	JURFLAG	COVIND	GRNDTOT	P1TOT	P1VLNT	P1PRPTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON	OTHASLT	FRGYCNT	FRAUD	EMBEZL	STLNPRP	VANDLSM	WEAPONS	COMVICE	SEXOFF	DRUGTOT	DRGSALE	COCSALE	MJSALE	SYNSALE	OTHSALE	DRGPOSS	COCPOSS	MJPOSS	SYNPOSS	OTHPOSS	GAMBLE	BOOKMKG	NUMBERS	OTGAMBL	OFAGFAM	DUI	LIQUOR	DRUNK	DISORDR	VAGRANT	ALLOTHR	SUSPICN	CURFEW	RUNAWAY
9999	2	1	1	1	1	56219	3	1	98.4525	2710	413	53	360	5	1	15	32	35	311	10	4	309	18	116	2	36	32	11	0	15	144	42	17	4	10	11	101	9	71	6	14	0	0	0	0	26	182	107	69	17	2	1172	0	33	4
9999	2	1	2	1	3	182265	13	0	100	8503	841	83	758	1	6	13	63	68	655	30	5	887	20	83	1	60	78	53	1	14	330	46	13	12	7	14	284	71	189	12	12	2	0	0	2	25	1285	485	855	146	22	3310	0	0	5
9999	2	1	3	1	5	27457	6	0	98.9839	707	93	17	76	0	0	8	9	2	74	0	0	97	13	2	1	14	16	5	0	2	61	14	0	14	0	0	47	7	37	0	2	0	0	0	0	0	43	26	26	19	0	287	0	0	0
9999	2	1	4	1	7	22866	5	1	100	780	121	40	81	1	2	4	33	9	62	8	2	75	11	57	1	12	18	2	0	9	18	6	0	1	0	5	12	0	6	0	6	0	0	0	0	19	58	16	6	21	0	336	0	0	0
9999	2	1	5	1	9	57322	6	0	99.2813	1979	129	20	110	2	2	1	14	14	87	8	0	186	5	173	0	11	20	8	0	4	101	43	1	4	1	37	58	2	20	6	30	0	0	0	0	9	178	46	42	17	0	1048	0	0	1
9999	2	1	6	1	11	10914	2	0	100	112	14	8	6	0	0	0	8	1	4	1	0	30	1	4	0	1	6	1	0	0	5	2	0	2	0	0	3	0	2	0	1	0	0	0	0	0	12	0	0	0	0	38	0	0	0
9999	2	1	7	1	13	20955	4	1	100	1180	138	38	100	1	1	2	34	17	76	7	0	179	11	53	3	12	25	13	0	2	55	31	8	16	3	4	24	4	9	6	5	0	0	0	0	16	71	8	6	32	0	556	0	0	0
9999	2	1	8	1	15	122530	8	1	100	7835	1121	179	942	4	5	42	128	166	732	38	6	995	97	531	22	125	69	76	0	13	505	69	6	5	3	55	436	28	147	204	57	0	0	0	0	5	636	241	127	176	0	3094	0	0	2
9999	2	1	9	1	17	34215	4	0	55.5166	1668	225	53	172	1	4	4	45	18	143	10	0	202	15	54	2	29	43	13	0	5	74	20	2	5	1	12	54	8	14	5	26	0	0	0	0	13	153	13	12	24	0	791	0	0	2
9999	2	1	10	1	19	25968	4	1	100	1171	121	38	83	1	0	1	36	15	59	9	0	92	14	37	2	20	14	8	0	0	102	37	5	3	0	29	65	2	15	0	48	0	0	0	0	18	44	45	0	11	0	643	0	0	0
9999	2	1	11	1	21	43547	5	1	100	1952	260	71	189	3	1	5	62	25	153	10	1	268	23	85	2	18	54	10	0	6	101	39	34	1	0	4	62	7	42	3	10	0	0	0	0	14	203	69	128	45	1	664	0	0	1
9999	2	1	12	1	23	13859	4	0	16.9276	347	41	18	23	1	1	3	14	6	15	1	0	36	4	28	0	4	5	1	0	1	25	9	1	2	0	5	16	4	4	3	6	0	0	0	0	5	11	6	5	8	0	167	0	0	0
9999	2	1	13	1	25	25833	5	0	100	638	134	58	76	9	5	8	36	36	33	3	4	72	11	43	14	15	12	4	0	9	47	26	8	9	7	2	21	8	10	2	1	0	0	0	0	2	38	18	0	18	0	201	0	0	0
9999	2	1	14	1	27	13932	3	0	100	467	55	17	38	0	2	0	15	5	29	4	0	93	10	6	1	4	12	4	0	0	8	2	1	0	0	1	6	1	4	0	1	0	0	0	0	0	52	21	2	15	0	184	0	0	0
9999	2	1	15	1	29	14972	3	0	100	577	64	11	53	0	1	0	10	24	25	4	0	72	12	24	0	13	7	1	0	4	61	21	1	0	1	19	40	7	9	9	15	0	0	0	0	0	37	14	8	5	0	255	0	0	0
9999	2	1	16	1	31	50371	5	1	100	1987	230	77	153	2	8	15	52	28	114	9	2	285	22	108	4	37	25	9	0	4	97	37	7	12	2	16	60	18	20	6	16	0	0	0	0	20	259	32	10	53	0	790	0	0	2
9999	2	1	17	1	33	54428	7	0	100	2438	420	60	360	2	1	11	46	69	280	7	4	263	40	33	5	25	10	23	0	7	44	4	0	0	0	4	40	8	31	0	1	2	0	0	2	70	364	75	99	119	0	839	0	0	0
9999	2	1	18	1	35	13220	3	0	95.59	574	88	27	61	0	2	2	23	6	45	7	2	53	5	27	0	1	16	4	0	3	69	53	26	25	1	1	15	3	11	1	0	0	0	0	0	5	61	13	2	21	0	206	0	0	0
9999	2	1	19	1	37	11539	3	0	87.2173	318	35	11	24	1	0	1	8	2	20	1	0	30	1	36	0	2	5	3	0	2	12	1	0	0	0	0	11	1	6	0	4	0	0	0	0	0	29	2	4	5	0	152	0	0	0
9999	2	1	20	1	39	37765	9	0	100	2501	211	40	171	1	6	0	33	12	143	13	3	217	30	121	0	22	53	8	0	11	116	44	14	9	3	18	72	4	43	7	18	0	0	0	0	39	155	85	57	27	0	1349	0	0	0
9999	2	1	21	1	41	13906	5	0	70.3365	732	84	34	49	0	3	1	30	4	40	5	0	92	4	67	0	4	15	5	0	1	22	5	2	1	0	2	16	1	11	1	4	0	0	0	0	17	42	11	12	13	0	343	0	0	0
9999	2	1	22	1	43	80379	3	1	100	4749	343	35	308	4	8	1	22	57	234	16	1	220	13	391	1	31	31	8	0	21	222	68	5	21	0	42	154	0	36	109	9	0	0	0	0	39	171	118	118	41	0	2981	0	0	0
9999	2	1	23	1	45	48941	10	1	98.678	2959	207	64	143	1	3	4	56	7	123	10	3	355	24	218	1	26	34	15	0	6	177	17	3	7	2	5	160	19	114	7	19	1	0	0	1	5	292	43	38	60	0	1453	0	0	2
9999	2	1	24	1	47	43820	2	0	100	581	151	53	98	2	2	4	45	13	77	7	1	214	3	8	0	10	10	2	0	1	53	10	7	1	0	2	43	13	30	0	0	0	0	0	0	2	0	0	17	5	0	105	0	0	0
9999	2	1	25	1	49	71130	14	1	98.0627	3043	270	38	232	7	10	1	19	53	176	3	0	326	13	34	0	17	12	12	0	6	152	17	0	1	0	15	135	0	48	1	86	0	0	0	0	3	289	172	137	43	0	1557	0	0	0
9999	2	1	26	1	51	79364	6	1	100	3863	473	110	363	3	17	36	54	84	269	8	2	415	40	162	22	38	32	14	0	15	157	24	6	11	0	7	133	78	40	4	11	1	0	0	1	61	286	84	130	25	0	1908	0	0	0
9999	2	1	27	1	53	38319	5	0	100	1912	179	76	103	0	2	3	71	17	83	3	0	155	9	34	0	13	25	9	1	4	142	18	2	9	0	7	124	6	81	25	12	0	0	0	0	1	225	35	115	57	1	907	0	0	0
9999	2	1	28	1	55	103514	8	1	100	5538	664	118	546	9	7	17	85	61	456	25	4	796	36	189	3	52	66	30	12	12	321	64	38	1	2	23	257	17	207	5	28	3	0	0	3	65	456	85	400	99	2	2247	0	0	0
9999	2	1	29	1	57	16471	3	1	100	483	62	15	47	0	1	0	14	3	34	7	3	56	5	27	4	3	15	3	0	3	37	11	2	3	3	3	26	1	2	4	19	0	0	0	0	16	26	15	1	11	0	199	0	0	0
9999	2	1	30	1	59	31704	5	0	99.0916	969	169	33	136	2	4	8	19	36	92	8	0	117	21	20	0	15	17	2	1	8	64	47	2	1	2	42	17	1	2	3	10	0	0	0	0	8	45	37	50	7	0	387	0	0	0
9999	2	1	31	1	61	26783	5	1	100	1198	139	41	98	2	2	4	33	10	77	9	2	151	10	56	5	8	24	8	0	7	66	26	15	3	0	8	40	4	5	1	30	0	0	0	0	13	67	18	2	32	0	592	0	0	0
9999	2	1	32	1	63	9045	3	0	92.8248	279	39	24	15	1	1	0	22	2	11	2	0	55	3	18	0	4	15	11	0	2	7	0	0	0	0	0	7	3	3	0	0	0	0	0	0	1	33	1	2	13	0	73	0	0	0
9999	2	1	33	1	65	16482	3	1	100	334	48	19	29	2	1	0	16	9	18	2	0	53	6	18	0	7	6	0	0	4	11	1	0	0	0	1	10	2	5	0	3	0	0	0	0	5	46	0	8	4	0	118	0	0	0
9999	2	1	34	1	67	17297	4	1	100	598	53	29	24	1	1	0	27	7	12	4	1	52	4	51	0	4	6	5	0	1	24	4	1	0	0	3	20	4	10	0	6	0	0	0	0	10	33	8	0	7	0	339	0	0	1
9999	2	1	35	1	69	102446	9	1	97.8545	5347	779	118	662	11	9	39	59	108	528	23	3	515	38	133	2	36	35	25	1	8	301	8	2	0	5	0	293	165	86	13	29	4	0	0	4	32	244	77	204	127	0	2779	0	2	4
9999	2	1	36	1	71	53227	9	0	94.7545	2737	274	52	222	1	3	10	37	19	193	11	0	308	22	425	3	26	43	15	1	4	144	44	0	1	1	42	99	8	20	14	57	0	0	0	0	4	110	41	115	13	1	1186	0	0	0
9999	2	1	37	1	73	683290	28	1	41.2372	19528	3161	472	2688	34	18	143	277	305	2287	85	11	1898	126	696	27	206	184	212	8	39	1317	157	39	28	16	74	1159	170	614	185	190	11	0	1	10	97	1362	191	668	406	3	8905	0	2	10
