STUDYNO	EDITION	PART	IDNO	FIPS_ST	FIPS_CTY	SPOPARST	SPOPCRIM	CPOPCRIM	AG_ARRST	AG_OFF	COVIND	SINDEX	SMODINDX	SMURDER	SRAPE	SROBBERY	SAGASSLT	SBURGLRY	SLARCENY	SMVTHEFT	SARSON
9999	1	8	827	19	61	3074186	2973777	95015	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	828	19	63	3074186	2973777	10143	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	829	19	65	3074186	2973777	21054	3	3	76.9557	0	0	0	0	0	0	0	0	0	0
9999	1	8	830	19	67	3074186	2973777	16132	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	831	19	69	3074186	2973777	10772	2	2	41.7657	0	0	0	0	0	0	0	0	0	0
9999	1	8	832	19	71	3074186	2973777	0	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	833	19	73	3074186	2973777	9321	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	834	19	75	3074186	2973777	12507	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	835	19	77	3074186	2973777	10943	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	836	19	79	3074186	2973777	15598	2	2	95.9573	0	0	0	0	0	0	0	0	0	0
9999	1	8	837	19	81	3074186	2973777	8205	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	838	19	83	3074186	2973777	17494	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	839	19	85	3074186	2973777	14886	2	2	90.4911	0	0	0	0	0	0	0	0	0	0
9999	1	8	840	19	87	3074186	2973777	18446	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	841	19	89	3074186	2973777	9602	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	842	19	91	3074186	2973777	9840	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	843	19	93	3074186	2973777	7113	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	844	19	95	3074186	2973777	16383	3	3	81.2366	0	0	0	0	0	0	0	0	0	0
9999	1	8	845	19	97	3074186	2973777	19873	2	2	30.9264	0	0	0	0	0	0	0	0	0	0
9999	1	8	846	19	99	3074186	2973777	36689	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	847	19	101	3074186	2973777	16880	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	848	19	103	3074186	2973777	133554	5	6	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	849	19	105	3074186	2973777	9353	3	2	79.6536	0	0	0	0	0	0	0	0	0	0
9999	1	8	850	19	107	3074186	2973777	10418	1	1	41.6667	0	0	0	0	0	0	0	0	0	0
9999	1	8	851	19	109	3074186	2973777	15456	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	852	19	111	3074186	2973777	35759	4	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	853	19	113	3074186	2973777	214705	6	6	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	854	19	115	3074186	2973777	11413	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	855	19	117	3074186	2973777	8881	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	856	19	119	3074186	2973777	9136	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	857	19	121	3074186	2973777	5242	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	858	19	123	3074186	2973777	22617	2	2	51.2137	0	0	0	0	0	0	0	0	0	0
9999	1	8	859	19	125	3074186	2973777	24415	4	2	92.9005	0	0	0	0	0	0	0	0	0	0
9999	1	8	860	19	127	3074186	2973777	41139	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	861	19	129	3074186	2973777	15050	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	862	19	131	3074186	2973777	9712	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	863	19	133	3074186	2973777	9275	2	2	67.558	0	0	0	0	0	0	0	0	0	0
9999	1	8	864	19	135	3074186	2973777	8087	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	865	19	137	3074186	2973777	5710	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	866	19	139	3074186	2973777	42981	4	5	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	867	19	141	3074186	2973777	14265	2	2	88.3865	0	0	0	0	0	0	0	0	0	0
9999	1	8	868	19	143	3074186	2973777	6382	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	869	19	145	3074186	2973777	16049	3	3	67.6678	0	0	0	0	0	0	0	0	0	0
9999	1	8	870	19	147	3074186	2973777	9456	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	871	19	149	3074186	2973777	24993	2	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	872	19	151	3074186	2973777	7208	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	873	19	153	3074186	2973777	439097	11	12	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	874	19	155	3074186	2973777	93881	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	875	19	157	3074186	2973777	18877	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	876	19	159	3074186	2973777	5139	1	1	75	0	0	0	0	0	0	0	0	0	0
9999	1	8	877	19	161	3074186	2973777	10281	2	2	98.2119	0	0	0	0	0	0	0	0	0	0
9999	1	8	878	19	163	3074186	2973777	167447	10	9	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	879	19	165	3074186	2973777	7013	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	880	19	167	3074186	2973777	23530	5	4	99.7535	0	0	0	0	0	0	0	0	0	0
9999	1	8	881	19	169	3074186	2973777	90011	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	882	19	171	3074186	2973777	14889	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	883	19	173	3074186	2973777	6329	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	884	19	175	3074186	2973777	12594	2	2	53.1265	0	0	0	0	0	0	0	0	0	0
9999	1	8	885	19	177	3074186	2973777	7539	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	886	19	179	3074186	2973777	35558	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	887	19	181	3074186	2973777	46913	4	6	94.6745	0	0	0	0	0	0	0	0	0	0
9999	1	8	888	19	183	3074186	2973777	21940	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	889	19	185	3074186	2973777	6333	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	890	19	187	3074186	2973777	37806	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	891	19	189	3074186	2973777	10831	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	892	19	191	3074186	2973777	21106	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	893	19	193	3074186	2973777	102907	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	894	19	195	3074186	2973777	7573	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	895	19	197	3074186	2973777	13119	4	4	82.0337	0	0	0	0	0	0	0	0	0	0
9999	1	8	896	20	1	2885905	2863866	12819	5	4	98.7278	0	0	0	0	0	0	0	0	0	0
9999	1	8	897	20	3	2885905	2863866	7988	4	3	94.9049	0	0	0	0	0	0	0	0	0	0
9999	1	8	898	20	5	2885905	2863866	16879	2	2	91.291	0	0	0	0	0	0	0	0	0	0
9999	1	8	899	20	7	2885905	2863866	4913	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	900	20	9	2885905	2863866	27983	5	5	99.4184	0	0	0	0	0	0	0	0	0	0
9999	1	8	901	20	11	2885905	2863866	15062	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	902	20	13	2885905	2863866	10061	3	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	903	20	15	2885905	2863866	66153	8	8	99.8216	1	1	0	0	0	1	0	1	0	0
9999	1	8	904	20	17	2885905	2863866	2831	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	905	20	19	2885905	2863866	3602	3	3	68.8645	0	0	0	0	0	0	0	0	0	0
9999	1	8	906	20	21	2885905	2863866	20629	6	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	907	20	23	2885905	2863866	2732	2	2	91.868	0	0	0	0	0	0	0	0	0	0
9999	1	8	908	20	25	2885905	2863866	2154	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	909	20	27	2885905	2863866	8617	3	3	99.0436	0	0	0	0	0	0	0	0	0	0
9999	1	8	910	20	29	2885905	2863866	9413	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	911	20	31	2885905	2863866	8577	5	5	99.4569	0	0	0	0	0	0	0	0	0	0
9999	1	8	912	20	33	2885905	2863866	550	3	1	83.3333	0	0	0	0	0	0	0	0	0	0
9999	1	8	913	20	35	2885905	2863866	36457	5	5	100	0	1	0	0	0	0	0	0	0	0
9999	1	8	914	20	37	2885905	2863866	39108	9	8	99.2747	0	1	0	0	0	0	0	0	0	0
9999	1	8	915	20	39	2885905	2863866	2930	2	2	55.3441	0	0	0	0	0	0	0	0	0	0
9999	1	8	916	20	41	2885905	2863866	19840	5	5	98.9189	0	0	0	0	0	0	0	0	0	0
9999	1	8	917	20	43	2885905	2863866	7986	5	5	90.4531	0	0	0	0	0	0	0	0	0	0
9999	1	8	918	20	45	2885905	2863866	112784	5	5	100	1	2	0	0	0	1	0	1	0	0
9999	1	8	919	20	47	2885905	2863866	1129	3	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	920	20	49	2885905	2863866	2151	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	921	20	51	2885905	2863866	28889	5	5	98.5773	0	1	0	0	0	0	0	0	0	0
9999	1	8	922	20	53	2885905	2863866	6516	5	5	87.3465	0	0	0	0	0	0	0	0	0	0
9999	1	8	923	20	55	2885905	2863866	37272	3	3	100	0	1	0	0	0	0	0	0	0	0
9999	1	8	924	20	57	2885905	2863866	34745	4	4	99.4181	0	1	0	0	0	0	0	0	0	0
9999	1	8	925	20	59	2885905	2863866	26063	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	926	20	61	2885905	2863866	35503	3	3	100	0	1	0	0	0	0	0	0	0	0
9999	1	8	927	20	63	2885905	2863866	1787	2	1	91.6667	0	0	0	0	0	0	0	0	0	0
9999	1	8	928	20	65	2885905	2863866	2654	2	2	95.2713	0	0	0	0	0	0	0	0	0	0
9999	1	8	929	20	67	2885905	2863866	8005	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	930	20	69	2885905	2863866	6144	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	931	20	71	2885905	2863866	1264	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	932	20	73	2885905	2863866	6678	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	933	20	75	2885905	2863866	2680	1	1	75	0	0	0	0	0	0	0	0	0	0
9999	1	8	934	20	77	2885905	2863866	4554	4	3	97.7126	0	0	0	0	0	0	0	0	0	0
9999	1	8	935	20	79	2885905	2863866	35024	8	8	99.3262	0	1	0	0	0	0	0	0	0	0
9999	1	8	936	20	81	2885905	2863866	4307	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	937	20	83	2885905	2863866	1976	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	938	20	85	2885905	2863866	12643	5	3	99.7739	0	0	0	0	0	0	0	0	0	0
9999	1	8	939	20	87	2885905	2863866	19038	8	8	89.2785	0	0	0	0	0	0	0	0	0	0
9999	1	8	940	20	89	2885905	2863866	3112	1	1	25	0	0	0	0	0	0	0	0	0	0
9999	1	8	941	20	91	2885905	2863866	555818	19	19	99.3682	5	10	0	0	0	5	1	7	2	0
9999	1	8	942	20	93	2885905	2863866	4007	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	943	20	95	2885905	2863866	7400	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	944	20	97	2885905	2863866	2562	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	945	20	99	2885905	2863866	21621	5	5	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	946	20	101	2885905	2863866	1758	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	947	20	103	2885905	2863866	77570	5	6	100	1	1	0	0	0	1	0	1	0	0
9999	1	8	948	20	105	2885905	2863866	3231	1	1	91.6667	0	0	0	0	0	0	0	0	0	0
9999	1	8	949	20	107	2885905	2863866	8691	6	4	98.0612	0	0	0	0	0	0	0	0	0	0
9999	1	8	950	20	109	2885905	2863866	2797	2	2	75.7478	0	0	0	0	0	0	0	0	0	0
9999	1	8	951	20	111	2885905	2863866	33035	4	3	100	0	1	0	0	0	0	0	0	0	0
9999	1	8	952	20	113	2885905	2863866	27869	8	6	98.5031	0	0	0	0	0	0	0	0	0	0
9999	1	8	953	20	115	2885905	2863866	12602	7	7	95.3784	0	0	0	0	0	0	0	0	0	0
9999	1	8	954	20	117	2885905	2863866	10056	5	5	86.3912	0	0	0	0	0	0	0	0	0	0
9999	1	8	955	20	119	2885905	2863866	4554	2	2	91.6667	0	0	0	0	0	0	0	0	0	0
9999	1	8	956	20	121	2885905	2863866	32882	4	5	100	0	1	0	0	0	0	0	0	0	0
9999	1	8	957	20	123	2885905	2863866	5862	3	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	958	20	125	2885905	2863866	35089	5	5	96.184	0	1	0	0	0	0	0	0	0	0
9999	1	8	959	20	127	2885905	2863866	5918	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	960	20	129	2885905	2863866	2776	3	2	93.4198	0	0	0	0	0	0	0	0	0	0
9999	1	8	961	20	131	2885905	2863866	10165	3	3	96.7388	0	0	0	0	0	0	0	0	0	0
9999	1	8	962	20	133	2885905	2863866	16533	3	3	95.9389	0	0	0	0	0	0	0	0	0	0
9999	1	8	963	20	135	2885905	2863866	3136	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	964	20	137	2885905	2863866	5664	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	965	20	139	2885905	2863866	15612	9	7	89.2049	0	0	0	0	0	0	0	0	0	0
9999	1	8	966	20	141	2885905	2863866	3867	2	2	62.7877	0	0	0	0	0	0	0	0	0	0
9999	1	8	967	20	143	2885905	2863866	6150	3	3	73.8537	0	0	0	0	0	0	0	0	0	0
9999	1	8	968	20	145	2885905	2863866	7047	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	969	20	147	2885905	2863866	5583	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	970	20	149	2885905	2863866	21380	6	5	99.9474	0	0	0	0	0	0	0	0	0	0
9999	1	8	971	20	151	2885905	2863866	9725	3	3	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	972	20	153	2885905	2863866	2525	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	973	20	155	2885905	2863866	64937	6	6	99.0334	1	1	0	0	0	1	0	1	0	0
9999	1	8	974	20	157	2885905	2863866	4932	2	2	96.6663	0	0	0	0	0	0	0	0	0	0
9999	1	8	975	20	159	2885905	2863866	10127	7	7	82.2693	0	0	0	0	0	0	0	0	0	0
9999	1	8	976	20	161	2885905	2863866	73370	2	2	100	1	1	0	0	0	1	0	1	0	0
9999	1	8	977	20	163	2885905	2863866	5208	3	3	92.6571	0	0	0	0	0	0	0	0	0	0
9999	1	8	978	20	165	2885905	2863866	3255	2	2	89.8464	0	0	0	0	0	0	0	0	0	0
9999	1	8	979	20	167	2885905	2863866	6992	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	980	20	169	2885905	2863866	56129	3	3	100	1	1	0	0	0	1	0	1	0	0
9999	1	8	981	20	171	2885905	2863866	4935	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	982	20	173	2885905	2863866	503636	22	23	99.504	5	9	0	0	0	5	1	6	2	0
9999	1	8	983	20	175	2885905	2863866	23447	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	984	20	177	2885905	2863866	178402	17	15	99.8842	2	3	0	0	0	2	0	2	1	0
9999	1	8	985	20	179	2885905	2863866	2565	2	2	67.1702	0	0	0	0	0	0	0	0	0	0
9999	1	8	986	20	181	2885905	2863866	6085	2	2	81.327	0	0	0	0	0	0	0	0	0	0
9999	1	8	987	20	183	2885905	2863866	1664	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	988	20	185	2885905	2863866	4393	4	4	93.8083	0	0	0	0	0	0	0	0	0	0
9999	1	8	989	20	187	2885905	2863866	2261	1	1	75	0	0	0	0	0	0	0	0	0	0
9999	1	8	990	20	189	2885905	2863866	3849	2	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	991	20	191	2885905	2863866	23412	7	7	95.886	0	0	0	0	0	0	0	0	0	0
9999	1	8	992	20	193	2885905	2863866	8018	2	3	99.8254	0	0	0	0	0	0	0	0	0	0
9999	1	8	993	20	195	2885905	2863866	2945	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	994	20	197	2885905	2863866	6230	4	3	98.4551	0	0	0	0	0	0	0	0	0	0
9999	1	8	995	20	199	2885905	2863866	1535	1	1	41.6667	0	0	0	0	0	0	0	0	0	0
9999	1	8	996	20	201	2885905	2863866	5875	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	997	20	203	2885905	2863866	2288	1	1	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	998	20	205	2885905	2863866	9348	3	3	73.5986	0	0	0	0	0	0	0	0	0	0
9999	1	8	999	20	207	2885905	2863866	3309	2	2	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	1000	20	209	2885905	2863866	159032	7	7	99.9979	2	3	0	0	0	1	0	2	1	0
9999	1	8	1001	20	777	2885905	2863866	0	4	4	100	0	0	0	0	0	0	0	0	0	0
9999	1	8	1002	21	1	4380415	4318143	18733	4	2	100	4	24	0	2	0	2	11	10	2	1
9999	1	8	1003	21	3	4380415	4318143	20191	3	2	100	4	26	0	2	1	2	12	11	2	1
9999	1	8	1004	21	5	4380415	4318143	21699	4	2	100	5	28	0	2	1	2	13	12	3	1
9999	1	8	1005	21	7	4380415	4318143	8274	3	2	100	2	11	0	1	0	1	5	5	1	0
9999	1	8	1006	21	9	4380415	4318143	42376	5	4	100	9	54	1	4	1	4	25	24	5	1
9999	1	8	1007	21	11	4380415	4318143	1554	3	1	100	0	2	0	0	0	0	1	1	0	0
9999	1	8	1008	21	13	4380415	4318143	28798	4	3	100	6	37	0	3	1	3	17	16	4	1
9999	1	8	1009	21	15	4380415	4318143	122045	5	3	100	27	156	2	11	3	11	73	68	15	4
9999	1	8	1010	21	17	4380415	4318143	18622	5	2	100	4	24	0	2	0	2	11	10	2	1
9999	1	8	1011	21	19	4380415	4318143	49591	7	4	100	11	63	1	4	1	5	30	28	6	2
9999	1	8	1012	21	21	4380415	4318143	27867	5	3	95.9522	6	36	0	2	1	3	17	16	3	1
9999	1	8	1013	21	23	4380415	4318143	7884	4	2	100	2	10	0	1	0	1	5	4	1	0
9999	1	8	1014	21	25	4380415	4318143	2231	3	1	100	0	3	0	0	0	0	1	1	0	0
9999	1	8	1015	21	27	4380415	4318143	20307	5	4	100	4	26	0	2	1	2	12	11	2	1
9999	1	8	1016	21	29	4380415	4318143	75299	9	6	100	17	96	1	7	2	7	45	42	9	2
9999	1	8	1017	21	31	4380415	4318143	12859	3	2	100	3	16	0	1	0	1	8	7	2	0
9999	1	8	1018	21	33	4380415	4318143	13006	3	2	100	3	17	0	1	0	1	8	7	2	0
9999	1	8	1019	21	35	4380415	4318143	37639	4	3	100	8	48	1	3	1	3	22	21	5	1
9999	1	8	1020	21	37	4380415	4318143	91170	14	12	99.298	20	116	1	8	2	8	54	51	11	3
9999	1	8	1021	21	39	4380415	4318143	5061	3	2	100	1	6	0	0	0	0	3	3	1	0
9999	1	8	1022	21	41	4380415	4318143	11041	3	2	100	2	14	0	1	0	1	7	6	1	0
9999	1	8	1023	21	43	4380415	4318143	27656	5	3	100	6	35	0	2	1	3	16	15	3	1
9999	1	8	1024	21	45	4380415	4318143	15949	3	2	100	4	20	0	1	0	1	9	9	2	1
9999	1	8	1025	21	47	4380415	4318143	73030	8	5	99.2085	16	93	1	6	2	7	43	41	9	2
9999	1	8	1026	21	49	4380415	4318143	35627	4	2	100	8	45	0	3	1	3	21	20	4	1
9999	1	8	1027	21	51	4380415	4318143	21775	4	2	100	5	28	0	2	1	2	13	12	3	1
9999	1	8	1028	21	53	4380415	4318143	10227	3	2	78.2936	2	13	0	1	0	1	6	6	1	0
9999	1	8	1029	21	55	4380415	4318143	9360	3	2	100	2	12	0	1	0	1	6	5	1	0
9999	1	8	1030	21	57	4380415	4318143	6849	3	2	100	2	9	0	1	0	1	4	4	1	0
9999	1	8	1031	21	59	4380415	4318143	97480	3	2	100	21	124	1	9	3	9	58	54	12	3
9999	1	8	1032	21	61	4380415	4318143	12121	3	2	100	3	15	0	1	0	1	7	7	1	0
9999	1	8	1033	21	63	4380415	4318143	7727	3	1	100	2	10	0	1	0	1	5	4	1	0
9999	1	8	1034	21	65	4380415	4318143	14703	5	4	100	3	19	0	1	0	1	9	8	2	0
9999	1	8	1035	21	67	4380415	4318143	302332	8	5	100	66	386	4	27	8	28	180	169	37	10
9999	1	8	1036	21	69	4380415	4318143	14549	3	2	100	3	19	0	1	0	1	9	8	2	0
9999	1	8	1037	21	71	4380415	4318143	38691	8	4	100	9	49	1	3	1	4	23	22	5	1
9999	1	8	1038	21	73	4380415	4318143	49518	11	7	100	11	63	1	4	1	5	29	28	6	2
9999	1	8	1039	21	75	4380415	4318143	4389	4	2	100	1	6	0	0	0	0	3	2	1	0
9999	1	8	1040	21	77	4380415	4318143	8272	5	2	100	2	11	0	1	0	1	5	5	1	0
9999	1	8	1041	21	79	4380415	4318143	16928	4	2	100	4	22	0	1	0	2	10	9	2	1
9999	1	8	1042	21	81	4380415	4318143	24879	4	3	100	5	32	0	2	1	2	15	14	3	1
9999	1	8	1043	21	83	4380415	4318143	36972	5	3	100	8	47	1	3	1	3	22	21	5	1
9999	1	8	1044	21	85	4380415	4318143	25407	5	3	100	6	32	0	2	1	2	15	14	3	1
9999	1	8	1045	21	87	4380415	4318143	11248	3	2	93.2684	2	14	0	1	0	1	7	6	1	0
9999	1	8	1046	21	89	4380415	4318143	35961	10	8	98.1459	8	46	0	3	1	3	21	20	4	1
9999	1	8	1047	21	91	4380415	4318143	8594	4	3	100	2	11	0	1	0	1	5	5	1	0
9999	1	8	1048	21	93	4380415	4318143	107728	9	6	100	24	137	1	9	3	10	64	60	13	4
9999	1	8	1049	21	95	4380415	4318143	28392	8	6	100	6	36	0	2	1	3	17	16	3	1
9999	1	8	1050	21	97	4380415	4318143	18825	3	2	100	4	24	0	2	0	2	11	11	2	1
9999	1	8	1051	21	99	4380415	4318143	18281	4	3	100	4	23	0	2	0	2	11	10	2	1
9999	1	8	1052	21	101	4380415	4318143	46523	3	2	100	10	59	1	4	1	4	28	26	6	2
9999	1	8	1053	21	103	4380415	4318143	13902	5	2	100	3	18	0	1	0	1	8	8	2	0
9999	1	8	1054	21	105	4380415	4318143	4796	3	2	100	1	6	0	0	0	0	3	3	1	0
9999	1	8	1055	21	107	4380415	4318143	45822	7	5	100	10	58	1	4	1	4	27	26	6	2
9999	1	8	1056	21	109	4380415	4318143	12679	4	2	100	3	16	0	1	0	1	8	7	2	0
9999	1	8	1057	21	111	4380415	4318143	748003	25	20	99.9308	164	954	10	66	20	69	445	417	91	25
9999	1	8	1058	21	113	4380415	4318143	49170	6	3	100	11	63	1	4	1	5	29	27	6	2
9999	1	8	1059	21	115	4380415	4318143	23455	3	2	100	5	30	0	2	1	2	14	13	3	1
9999	1	8	1060	21	117	4380415	4318143	160812	17	15	100	35	205	2	14	4	15	96	90	20	5
9999	1	8	1061	21	119	4380415	4318143	15020	4	1	100	3	19	0	1	0	1	9	8	2	0
9999	1	8	1062	21	121	4380415	4318143	31969	3	3	100	7	41	0	3	1	3	19	18	4	1
9999	1	8	1063	21	123	4380415	4318143	14351	3	2	100	3	18	0	1	0	1	9	8	2	0
9999	1	8	1064	21	125	4380415	4318143	59505	5	2	100	13	76	1	5	2	5	35	33	7	2
9999	1	8	1065	21	127	4380415	4318143	16076	3	2	100	4	21	0	1	0	1	10	9	2	1
9999	1	8	1066	21	129	4380415	4318143	7837	4	3	100	2	10	0	1	0	1	5	4	1	0
9999	1	8	1067	21	131	4380415	4318143	10897	3	1	41.6667	2	14	0	1	0	1	6	6	1	0
9999	1	8	1068	21	133	4380415	4318143	23739	5	3	100	5	30	0	2	1	2	14	13	3	1
9999	1	8	1069	21	135	4380415	4318143	13913	3	2	100	3	18	0	1	0	1	8	8	2	0
9999	1	8	1070	21	137	4380415	4318143	23509	5	2	100	5	30	0	2	1	2	14	13	3	1
9999	1	8	1071	21	139	4380415	4318143	9555	3	1	100	2	12	0	1	0	1	6	5	1	0
9999	1	8	1072	21	141	4380415	4318143	26007	7	5	100	6	33	0	2	1	2	15	15	3	1
9999	1	8	1073	21	143	4380415	4318143	8338	4	2	100	2	11	0	1	0	1	5	5	1	0
9999	1	8	1074	21	145	4380415	4318143	66031	5	3	100	15	84	1	6	2	6	39	37	8	2
9999	1	8	1075	21	147	4380415	4318143	18331	4	1	100	4	23	0	2	0	2	11	10	2	1
9999	1	8	1076	21	149	4380415	4318143	8787	4	1	100	2	11	0	1	0	1	5	5	1	0
9999	1	8	1077	21	151	4380415	4318143	84401	6	4	100	19	108	1	7	2	8	50	47	10	3
9999	1	8	1078	21	153	4380415	4318143	13249	3	2	100	3	17	0	1	0	1	8	7	2	0
9999	1	8	1079	21	155	4380415	4318143	19735	4	2	100	4	25	0	2	1	2	12	11	2	1
9999	1	8	1080	21	157	4380415	4318143	31387	4	3	100	7	40	0	3	1	3	19	18	4	1
9999	1	8	1081	21	159	4380415	4318143	12783	3	2	100	3	16	0	1	0	1	8	7	2	0
9999	1	8	1082	21	161	4380415	4318143	17698	4	3	100	4	23	0	2	0	2	11	10	2	1
9999	1	8	1083	21	163	4380415	4318143	29637	4	3	100	7	38	0	3	1	3	18	17	4	1
9999	1	8	1084	21	165	4380415	4318143	6333	2	1	100	1	8	0	1	0	1	4	4	1	0
9999	1	8	1085	21	167	4380415	4318143	20372	4	2	100	4	26	0	2	1	2	12	11	2	1
9999	1	8	1086	21	169	4380415	4318143	10098	3	2	100	2	13	0	1	0	1	6	6	1	0
9999	1	8	1087	21	171	4380415	4318143	10748	5	3	100	2	14	0	1	0	1	6	6	1	0
9999	1	8	1088	21	173	4380415	4318143	26811	4	3	100	6	34	0	2	1	2	16	15	3	1
9999	1	8	1089	21	175	4380415	4318143	3444	3	1	100	1	4	0	0	0	0	2	2	0	0
9999	1	8	1090	21	177	4380415	4318143	31351	6	4	100	7	40	0	3	1	3	19	17	4	1
9999	1	8	1091	21	179	4380415	4318143	44085	6	4	98.525	10	56	1	4	1	4	26	25	5	1
9999	1	8	1092	21	181	4380415	4318143	7076	4	2	100	2	9	0	1	0	1	4	4	1	0
9999	1	8	1093	21	183	4380415	4318143	24164	6	5	100	5	31	0	2	1	2	14	13	3	1
9999	1	8	1094	21	185	4380415	4318143	60795	5	5	100	13	78	1	5	2	6	36	34	7	2
9999	1	8	1095	21	187	4380415	4318143	10885	4	2	100	2	14	0	1	0	1	6	6	1	0
9999	1	8	1096	21	189	4380415	4318143	4750	3	1	100	1	6	0	0	0	0	3	3	1	0
